
 
					TH				PH
				---------------------------	---------------------------
THETA      	PHI        	P.REAL     	P.IMAG     	P.REAL     	P.IMAG     
-----------	-----------	-----------	-----------	-----------	-----------
-25.000000	170.000000	-0.165220	-2.533051	-0.124471	-0.444975
-25.000000	175.000000	-0.210496	-2.562671	-0.066355	-0.224701
-25.000000	180.000000	 0.253490	 2.570147	 0.000031	 0.004429
-20.000000	 0.000000	 0.993043	 3.250762	-0.008096	 0.003453
-20.000000	 5.000000	 0.955730	 3.248497	-0.133833	-0.241356
-20.000000	10.000000	 0.912855	 3.221882	-0.252805	-0.487066
-20.000000	15.000000	 0.865202	 3.171069	-0.363797	-0.731687
-20.000000	20.000000	 0.813885	 3.096493	-0.466550	-0.973104
-20.000000	25.000000	 0.759924	 2.998642	-0.561509	-1.209182
-20.000000	30.000000	 0.704013	 2.877964	-0.649032	-1.437743
-20.000000	35.000000	 0.646708	 2.735116	-0.728805	-1.656539
-20.000000	40.000000	 0.588759	 2.571256	-0.799967	-1.863393
-20.000000	45.000000	 0.531250	 2.387931	-0.861791	-2.056383
-20.000000	50.000000	 0.475396	 2.186683	-0.914434	-2.233852
-20.000000	55.000000	 0.422107	 1.968864	-0.959165	-2.394287
-20.000000	60.000000	 0.371636	 1.735857	-0.997865	-2.536266
-20.000000	65.000000	 0.323565	 1.489408	-1.032085	-2.658551
-20.000000	70.000000	 0.277113	 1.231660	-1.062295	-2.760188
-20.000000	75.000000	 0.231535	 0.964904	-1.087827	-2.840449
-20.000000	80.000000	 0.186354	 0.691336	-1.107403	-2.898709
-20.000000	85.000000	 0.141374	 0.413043	-1.119835	-2.934352
-20.000000	90.000000	 0.096587	 0.132172	-1.124471	-2.946810
-20.000000	95.000000	 0.052060	-0.148934	-1.121303	-2.935705
-20.000000	100.000000	 0.007821	-0.427770	-1.110864	-2.901008
-20.000000	105.000000	-0.036314	-0.701862	-1.093996	-2.843132
-20.000000	110.000000	-0.080935	-0.968925	-1.071492	-2.762837
-20.000000	115.000000	-0.126996	-1.226882	-1.043636	-2.661040
-20.000000	120.000000	-0.175389	-1.473764	-1.009930	-2.538690
-20.000000	125.000000	-0.226341	-1.707677	-0.969347	-2.396820
-20.000000	130.000000	-0.279248	-1.926882	-0.920991	-2.236682
-20.000000	135.000000	-0.333183	-2.129866	-0.864577	-2.059771
-20.000000	140.000000	-0.387617	-2.315249	-0.800291	-1.867696
-20.000000	145.000000	-0.442643	-2.481598	-0.728300	-1.662071
-20.000000	150.000000	-0.498515	-2.627378	-0.648492	-1.444570
-20.000000	155.000000	-0.555045	-2.751145	-0.560680	-1.217048
-20.000000	160.000000	-0.611350	-2.851797	-0.464854	-0.981546
-20.000000	165.000000	-0.666013	-2.928601	-0.361159	-0.740147
-20.000000	170.000000	-0.717378	-2.981007	-0.249674	-0.494945
-20.000000	175.000000	-0.763797	-3.008606	-0.130410	-0.248190
-20.000000	180.000000	 0.803827	 3.011382	 0.003647	 0.002403
-15.000000	 0.000000	 1.603430	 3.516346	-0.009598	 0.005310
-15.000000	 5.000000	 1.569593	 3.515993	-0.193113	-0.255220
-15.000000	10.000000	 1.525066	 3.489187	-0.370722	-0.516497
-15.000000	15.000000	 1.470813	 3.435958	-0.540799	-0.776657
-15.000000	20.000000	 1.407915	 3.356489	-0.702152	-1.033867
-15.000000	25.000000	 1.337434	 3.251155	-0.854041	-1.286230
-15.000000	30.000000	 1.260309	 3.120559	-0.996004	-1.531703
-15.000000	35.000000	 1.177371	 2.965546	-1.127630	-1.768029
-15.000000	40.000000	 1.089422	 2.787221	-1.248460	-1.992766
-15.000000	45.000000	 0.997298	 2.586925	-1.358049	-2.203383
-15.000000	50.000000	 0.901855	 2.366211	-1.456116	-2.397410
-15.000000	55.000000	 0.803927	 2.126831	-1.542629	-2.572588
-15.000000	60.000000	 0.704260	 1.870749	-1.617765	-2.727005
-15.000000	65.000000	 0.603500	 1.600141	-1.681783	-2.859188
-15.000000	70.000000	 0.502161	 1.317342	-1.734879	-2.968134
-15.000000	75.000000	 0.400587	 1.024751	-1.777106	-3.053242
-15.000000	80.000000	 0.298908	 0.724747	-1.808364	-3.114192
-15.000000	85.000000	 0.197031	 0.419648	-1.828415	-3.150808
-15.000000	90.000000	 0.094740	 0.111740	-1.836933	-3.162975
-15.000000	95.000000	-0.008141	-0.196672	-1.833558	-3.150619
-15.000000	100.000000	-0.111589	-0.503213	-1.817986	-3.113746
-15.000000	105.000000	-0.215311	-0.805409	-1.790023	-3.052501
-15.000000	110.000000	-0.318789	-1.100683	-1.749597	-2.967230
-15.000000	115.000000	-0.421363	-1.386404	-1.696717	-2.858538
-15.000000	120.000000	-0.522325	-1.659978	-1.631430	-2.727338
-15.000000	125.000000	-0.620985	-1.918973	-1.553845	-2.574852
-15.000000	130.000000	-0.716762	-2.161222	-1.464184	-2.402568
-15.000000	135.000000	-0.809266	-2.384848	-1.362827	-2.212154
-15.000000	140.000000	-0.898335	-2.588195	-1.250261	-2.005376
-15.000000	145.000000	-0.983927	-2.769715	-1.126991	-1.784065
-15.000000	150.000000	-1.065894	-2.927907	-0.993454	-1.550136
-15.000000	155.000000	-1.143739	-3.061332	-0.850025	-1.305631
-15.000000	160.000000	-1.216499	-3.168741	-0.697068	-1.052760
-15.000000	165.000000	-1.282789	-3.249205	-0.535014	-0.793889
-15.000000	170.000000	-1.340987	-3.302230	-0.364424	-0.531521
-15.000000	175.000000	-1.389439	-3.327808	-0.186075	-0.268226
-15.000000	180.000000	 1.426629	 3.326390	 0.001052	 0.006541
-10.000000	 0.000000	 2.067671	 3.661696	-0.004885	 0.008680
-10.000000	 5.000000	 2.041031	 3.659826	-0.244694	-0.257662
-10.000000	10.000000	 1.999433	 3.630221	-0.480084	-0.524341
-10.000000	15.000000	 1.943563	 3.572954	-0.709133	-0.789315
-10.000000	20.000000	 1.874285	 3.488315	-0.930058	-1.050611
-10.000000	25.000000	 1.792600	 3.376770	-1.141259	-1.306283
-10.000000	30.000000	 1.699570	 3.238958	-1.341351	-1.554372
-10.000000	35.000000	 1.596276	 3.075689	-1.529129	-1.792843
-10.000000	40.000000	 1.483788	 2.887974	-1.703540	-2.019555
-10.000000	45.000000	 1.363171	 2.677061	-1.863657	-2.232278
-10.000000	50.000000	 1.235498	 2.444478	-2.008672	-2.428750
-10.000000	55.000000	 1.101852	 2.192044	-2.137911	-2.606777
-10.000000	60.000000	 0.963309	 1.921871	-2.250866	-2.764356
-10.000000	65.000000	 0.820901	 1.636309	-2.347207	-2.899773
-10.000000	70.000000	 0.675541	 1.337881	-2.426770	-3.011692
-10.000000	75.000000	 0.527978	 1.029188	-2.489504	-3.099171
-10.000000	80.000000	 0.378767	 0.712841	-2.535389	-3.161636
-10.000000	85.000000	 0.228302	 0.391406	-2.564343	-3.198816
-10.000000	90.000000	 0.076899	 0.067392	-2.576158	-3.210663
-10.000000	95.000000	-0.075071	-0.256727	-2.570482	-3.197283
-10.000000	100.000000	-0.227075	-0.578475	-2.546866	-3.158905
-10.000000	105.000000	-0.378336	-0.895342	-2.504865	-3.095873
-10.000000	110.000000	-0.527825	-1.204767	-2.444171	-3.008681
-10.000000	115.000000	-0.674335	-1.504163	-2.364724	-2.898012
-10.000000	120.000000	-0.816600	-1.790966	-2.266792	-2.764784
-10.000000	125.000000	-0.953429	-2.062708	-2.150980	-2.610167
-10.000000	130.000000	-1.083824	-2.317081	-2.018183	-2.435576
-10.000000	135.000000	-1.207021	-2.551991	-1.869498	-2.242638
-10.000000	140.000000	-1.322487	-2.765586	-1.706111	-2.033155
-10.000000	145.000000	-1.429826	-2.956247	-1.529207	-1.809054
-10.000000	150.000000	-1.528665	-3.122582	-1.339902	-1.572359
-10.000000	155.000000	-1.618536	-3.263414	-1.139243	-1.325168
-10.000000	160.000000	-1.698779	-3.377770	-0.928233	-1.069644
-10.000000	165.000000	-1.768512	-3.464893	-0.707908	-0.808001
-10.000000	170.000000	-1.826647	-3.524259	-0.479411	-0.542491
-10.000000	175.000000	-1.871967	-3.555590	-0.244069	-0.275368
-10.000000	180.000000	 1.903229	 3.558868	 0.003440	 0.008856
-5.000000	 0.000000	 2.414308	 3.633117	-0.006200	 0.007762
-5.000000	 5.000000	 2.395683	 3.625975	-0.277609	-0.269701
-5.000000	10.000000	 2.359071	 3.591306	-0.545567	-0.546437
-5.000000	15.000000	 2.304945	 3.529262	-0.808024	-0.820298
-5.000000	20.000000	 2.233927	 3.440203	-1.062999	-1.089144
-5.000000	25.000000	 2.146779	 3.324693	-1.308605	-1.350854
-5.000000	30.000000	 2.044382	 3.183504	-1.543069	-1.603342
-5.000000	35.000000	 1.927719	 3.017604	-1.764744	-1.844566
-5.000000	40.000000	 1.797857	 2.828160	-1.972127	-2.072546
-5.000000	45.000000	 1.655922	 2.616537	-2.163858	-2.285370
-5.000000	50.000000	 1.503085	 2.384300	-2.338726	-2.481227
-5.000000	55.000000	 1.340539	 2.133197	-2.495666	-2.658417
-5.000000	60.000000	 1.169488	 1.865160	-2.633753	-2.815387
-5.000000	65.000000	 0.991136	 1.582289	-2.752197	-2.950742
-5.000000	70.000000	 0.806677	 1.286823	-2.850329	-3.063279
-5.000000	75.000000	 0.617294	 0.981129	-2.927588	-3.152002
-5.000000	80.000000	 0.424166	 0.667667	-2.983516	-3.216129
-5.000000	85.000000	 0.228476	 0.348967	-3.017751	-3.255105
-5.000000	90.000000	 0.031415	 0.027603	-3.030025	-3.268608
-5.000000	95.000000	-0.165797	-0.293833	-3.020171	-3.256537
-5.000000	100.000000	-0.361912	-0.612752	-2.988139	-3.219023
-5.000000	105.000000	-0.555646	-0.926595	-2.934004	-3.156410
-5.000000	110.000000	-0.745685	-1.232848	-2.857991	-3.069263
-5.000000	115.000000	-0.930698	-1.529068	-2.760486	-2.958349
-5.000000	120.000000	-1.109359	-1.812902	-2.642053	-2.824636
-5.000000	125.000000	-1.280356	-2.082106	-2.503431	-2.669282
-5.000000	130.000000	-1.442425	-2.334569	-2.345535	-2.493624
-5.000000	135.000000	-1.594362	-2.568327	-2.169440	-2.299156
-5.000000	140.000000	-1.735034	-2.781581	-1.976369	-2.087525
-5.000000	145.000000	-1.863387	-2.972707	-1.767674	-1.860505
-5.000000	150.000000	-1.978449	-3.140272	-1.544817	-1.619983
-5.000000	155.000000	-2.079324	-3.283039	-1.309358	-1.367941
-5.000000	160.000000	-2.165191	-3.399976	-1.062940	-1.106438
-5.000000	165.000000	-2.235302	-3.490259	-0.807287	-0.837591
-5.000000	170.000000	-2.288985	-3.553287	-0.544199	-0.563561
-5.000000	175.000000	-2.325646	-3.588671	-0.275550	-0.286531
-5.000000	180.000000	 2.344784	 3.596254	 0.003280	 0.008688
 0.000000	 0.000000	 2.899852	 3.407259	-0.007226	 0.005545
 0.000000	 5.000000	 2.888187	 3.394776	-0.259937	-0.291439
 0.000000	10.000000	 2.854542	 3.356457	-0.510670	-0.586204
 0.000000	15.000000	 2.799171	 3.292594	-0.757517	-0.876508
 0.000000	20.000000	 2.722498	 3.203672	-0.998598	-1.160141
 0.000000	25.000000	 2.625105	 3.090368	-1.232080	-1.434944
 0.000000	30.000000	 2.507733	 2.953545	-1.456184	-1.698827
 0.000000	35.000000	 2.371275	 2.794243	-1.669206	-1.949781
 0.000000	40.000000	 2.216771	 2.613676	-1.869525	-2.185895
 0.000000	45.000000	 2.045396	 2.413216	-2.055615	-2.405374
 0.000000	50.000000	 1.858454	 2.194391	-2.226061	-2.606546
 0.000000	55.000000	 1.657369	 1.958865	-2.379565	-2.787881
 0.000000	60.000000	 1.443669	 1.708431	-2.514959	-2.947999
 0.000000	65.000000	 1.218982	 1.444995	-2.631213	-3.085681
 0.000000	70.000000	 0.985018	 1.170562	-2.727442	-3.199878
 0.000000	75.000000	 0.743557	 0.887220	-2.802913	-3.289723
 0.000000	80.000000	 0.496437	 0.597125	-2.857052	-3.354532
 0.000000	85.000000	 0.245540	 0.302486	-2.889447	-3.393810
 0.000000	90.000000	-0.007227	 0.005545	-2.899852	-3.407259
 0.000000	95.000000	-0.259938	-0.291439	-2.888188	-3.394776
 0.000000	100.000000	-0.510671	-0.586204	-2.854542	-3.356457
 0.000000	105.000000	-0.757517	-0.876508	-2.799172	-3.292594
 0.000000	110.000000	-0.998599	-1.160141	-2.722498	-3.203672
 0.000000	115.000000	-1.232080	-1.434945	-2.625105	-3.090368
 0.000000	120.000000	-1.456184	-1.698827	-2.507733	-2.953544
 0.000000	125.000000	-1.669206	-1.949781	-2.371276	-2.794243
 0.000000	130.000000	-1.869525	-2.185896	-2.216771	-2.613675
 0.000000	135.000000	-2.055615	-2.405375	-2.045396	-2.413216
 0.000000	140.000000	-2.226061	-2.606547	-1.858454	-2.194391
 0.000000	145.000000	-2.379565	-2.787882	-1.657368	-1.958865
 0.000000	150.000000	-2.514959	-2.947999	-1.443669	-1.708431
 0.000000	155.000000	-2.631213	-3.085681	-1.218982	-1.444995
 0.000000	160.000000	-2.727443	-3.199878	-0.985018	-1.170562
 0.000000	165.000000	-2.802914	-3.289723	-0.743558	-0.887220
 0.000000	170.000000	-2.857054	-3.354531	-0.496439	-0.597126
 0.000000	175.000000	-2.889449	-3.393808	-0.245541	-0.302487
 0.000000	180.000000	 2.899852	 3.407259	-0.007226	 0.005545
 5.000000	 0.000000	 2.344784	 3.596254	 0.003280	 0.008688
 5.000000	 5.000000	 2.345998	 3.576104	-0.270605	-0.267796
 5.000000	10.000000	 2.329010	 3.528513	-0.544046	-0.540787
 5.000000	15.000000	 2.293672	 3.453994	-0.814941	-0.808205
 5.000000	20.000000	 2.239981	 3.353272	-1.081159	-1.068047
 5.000000	25.000000	 2.168093	 3.227276	-1.340561	-1.318405
 5.000000	30.000000	 2.078326	 3.077126	-1.591013	-1.557479
 5.000000	35.000000	 1.971172	 2.904107	-1.830407	-1.783592
 5.000000	40.000000	 1.847296	 2.709663	-2.056682	-1.995196
 5.000000	45.000000	 1.707545	 2.495368	-2.267843	-2.190887
 5.000000	50.000000	 1.552948	 2.262917	-2.461991	-2.369396
 5.000000	55.000000	 1.384711	 2.014097	-2.637339	-2.529603
 5.000000	60.000000	 1.204217	 1.750783	-2.792259	-2.670525
 5.000000	65.000000	 1.013009	 1.474914	-2.925299	-2.791318
 5.000000	70.000000	 0.812769	 1.188490	-3.035221	-2.891276
 5.000000	75.000000	 0.605298	 0.893556	-3.121026	-2.969821
 5.000000	80.000000	 0.392474	 0.592196	-3.181970	-3.026502
 5.000000	85.000000	 0.176226	 0.286526	-3.217579	-3.060989
 5.000000	90.000000	-0.041508	-0.021312	-3.227643	-3.073077
 5.000000	95.000000	-0.258806	-0.329164	-3.212209	-3.062683
 5.000000	100.000000	-0.473794	-0.634864	-3.171566	-3.029846
 5.000000	105.000000	-0.684661	-0.936250	-3.106221	-2.974731
 5.000000	110.000000	-0.889674	-1.231175	-3.016884	-2.897636
 5.000000	115.000000	-1.087183	-1.517517	-2.904446	-2.798990
 5.000000	120.000000	-1.275633	-1.793199	-2.769959	-2.679365
 5.000000	125.000000	-1.453563	-2.056201	-2.614631	-2.539471
 5.000000	130.000000	-1.619616	-2.304572	-2.439807	-2.380166
 5.000000	135.000000	-1.772542	-2.536447	-2.246961	-2.202447
 5.000000	140.000000	-1.911209	-2.750063	-2.037689	-2.007460
 5.000000	145.000000	-2.034606	-2.943766	-1.813692	-1.796489
 5.000000	150.000000	-2.141852	-3.116028	-1.576771	-1.570961
 5.000000	155.000000	-2.232200	-3.265460	-1.328808	-1.332434
 5.000000	160.000000	-2.305042	-3.390826	-1.071763	-1.082599
 5.000000	165.000000	-2.359913	-3.491062	-0.807656	-0.823261
 5.000000	170.000000	-2.396498	-3.565281	-0.538553	-0.556333
 5.000000	175.000000	-2.414631	-3.612795	-0.266561	-0.283810
 5.000000	180.000000	 2.414308	 3.633117	-0.006200	 0.007762
10.000000	 0.000000	 1.903229	 3.558868	 0.003440	 0.008856
10.000000	 5.000000	 1.919279	 3.534332	-0.240673	-0.254901
10.000000	10.000000	 1.919169	 3.482464	-0.486250	-0.513872
10.000000	15.000000	 1.902230	 3.403968	-0.731127	-0.766172
10.000000	20.000000	 1.868123	 3.299752	-0.973088	-1.010062
10.000000	25.000000	 1.816826	 3.170906	-1.209958	-1.243943
10.000000	30.000000	 1.748597	 3.018686	-1.439670	-1.466334
10.000000	35.000000	 1.663891	 2.844495	-1.660290	-1.675863
10.000000	40.000000	 1.563302	 2.649864	-1.869990	-1.871249
10.000000	45.000000	 1.447508	 2.436419	-2.066980	-2.051319
10.000000	50.000000	 1.317284	 2.205852	-2.249451	-2.215010
10.000000	55.000000	 1.173539	 1.959895	-2.415527	-2.361391
10.000000	60.000000	 1.017389	 1.700303	-2.563292	-2.489673
10.000000	65.000000	 0.850216	 1.428841	-2.690857	-2.599217
10.000000	70.000000	 0.673692	 1.147300	-2.796498	-2.689531
10.000000	75.000000	 0.489740	 0.857492	-2.878790	-2.760266
10.000000	80.000000	 0.300440	 0.561268	-2.936723	-2.811191
10.000000	85.000000	 0.107924	 0.260531	-2.969766	-2.842172
10.000000	90.000000	-0.085747	-0.042758	-2.977845	-2.853134
10.000000	95.000000	-0.278650	-0.346558	-2.961278	-2.844040
10.000000	100.000000	-0.469020	-0.648750	-2.920667	-2.814878
10.000000	105.000000	-0.655222	-0.947139	-2.856790	-2.765679
10.000000	110.000000	-0.835694	-1.239483	-2.770533	-2.696550
10.000000	115.000000	-1.008889	-1.523548	-2.662854	-2.607715
10.000000	120.000000	-1.173256	-1.797176	-2.534815	-2.499559
10.000000	125.000000	-1.327252	-2.058340	-2.387616	-2.372627
10.000000	130.000000	-1.469406	-2.305186	-2.222659	-2.227615
10.000000	135.000000	-1.598398	-2.536034	-2.041559	-2.065332
10.000000	140.000000	-1.713147	-2.749351	-1.846122	-1.886667
10.000000	145.000000	-1.812847	-2.943698	-1.638283	-1.692568
10.000000	150.000000	-1.896981	-3.117680	-1.420014	-1.484067
10.000000	155.000000	-1.965268	-3.269921	-1.193249	-1.262313
10.000000	160.000000	-2.017597	-3.399074	-0.959838	-1.028635
10.000000	165.000000	-2.053948	-3.503865	-0.721553	-0.784576
10.000000	170.000000	-2.074350	-3.583153	-0.480138	-0.531904
10.000000	175.000000	-2.078873	-3.635994	-0.237372	-0.272578
10.000000	180.000000	 2.067671	 3.661696	-0.004885	 0.008680
15.000000	 0.000000	 1.426629	 3.326390	 0.001052	 0.006541
15.000000	 5.000000	 1.451278	 3.298774	-0.189166	-0.251178
15.000000	10.000000	 1.462386	 3.245918	-0.382712	-0.502901
15.000000	15.000000	 1.459241	 3.168772	-0.577455	-0.746985
15.000000	20.000000	 1.441403	 3.068192	-0.771193	-0.982109
15.000000	25.000000	 1.408693	 2.945002	-0.961836	-1.207126
15.000000	30.000000	 1.361175	 2.800130	-1.147499	-1.420892
15.000000	35.000000	 1.299131	 2.634738	-1.326487	-1.622185
15.000000	40.000000	 1.223011	 2.450260	-1.497233	-1.809724
15.000000	45.000000	 1.133378	 2.248331	-1.658216	-1.982281
15.000000	50.000000	 1.030873	 2.030680	-1.807908	-2.138806
15.000000	55.000000	 0.916234	 1.799031	-1.944742	-2.278491
15.000000	60.000000	 0.790371	 1.555072	-2.067126	-2.400756
15.000000	65.000000	 0.654446	 1.300473	-2.173489	-2.505157
15.000000	70.000000	 0.509913	 1.036922	-2.262348	-2.591314
15.000000	75.000000	 0.358471	 0.766132	-2.332381	-2.658900
15.000000	80.000000	 0.201977	 0.489795	-2.382503	-2.707691
15.000000	85.000000	 0.042340	 0.209533	-2.411937	-2.737606
15.000000	90.000000	-0.118557	-0.073118	-2.420282	-2.748666
15.000000	95.000000	-0.278883	-0.356622	-2.407553	-2.740871
15.000000	100.000000	-0.436860	-0.639295	-2.374168	-2.714109
15.000000	105.000000	-0.590739	-0.919188	-2.320864	-2.668163
15.000000	110.000000	-0.738805	-1.194111	-2.248572	-2.602850
15.000000	115.000000	-0.879408	-1.461792	-2.158287	-2.518187
15.000000	120.000000	-1.011020	-1.720084	-2.051011	-2.414504
15.000000	125.000000	-1.132269	-1.967113	-1.927776	-2.292449
15.000000	130.000000	-1.241973	-2.201298	-1.789751	-2.152913
15.000000	135.000000	-1.339145	-2.421263	-1.638360	-1.996893
15.000000	140.000000	-1.423023	-2.625701	-1.475355	-1.825348
15.000000	145.000000	-1.493094	-2.813215	-1.302778	-1.639084
15.000000	150.000000	-1.549119	-2.982208	-1.122820	-1.438776
15.000000	155.000000	-1.591125	-3.130899	-0.937616	-1.225130
15.000000	160.000000	-1.619370	-3.257469	-0.749058	-0.999124
15.000000	165.000000	-1.634261	-3.360302	-0.558718	-0.762178
15.000000	170.000000	-1.636265	-3.438183	-0.367929	-0.516141
15.000000	175.000000	-1.625836	-3.490338	-0.177995	-0.263127
15.000000	180.000000	 1.603430	 3.516346	-0.009598	 0.005310
20.000000	 0.000000	 0.803827	 3.011382	 0.003647	 0.002403
20.000000	 5.000000	 0.836382	 2.989905	-0.129671	-0.239829
20.000000	10.000000	 0.860754	 2.945104	-0.267919	-0.476243
20.000000	15.000000	 0.876423	 2.877778	-0.409214	-0.705143
20.000000	20.000000	 0.882774	 2.788373	-0.551954	-0.925291
20.000000	25.000000	 0.878915	 2.677255	-0.694958	-1.135608
20.000000	30.000000	 0.863776	 2.545181	-0.837114	-1.334915
20.000000	35.000000	 0.836445	 2.393493	-0.976875	-1.521884
20.000000	40.000000	 0.796494	 2.223925	-1.112106	-1.695157
20.000000	45.000000	 0.744055	 2.038231	-1.240373	-1.853582
20.000000	50.000000	 0.679709	 1.837952	-1.359419	-1.996427
20.000000	55.000000	 0.604368	 1.624458	-1.467474	-2.123468
20.000000	60.000000	 0.519209	 1.399154	-1.563337	-2.234831
20.000000	65.000000	 0.425555	 1.163671	-1.646270	-2.330597
20.000000	70.000000	 0.324669	 0.919903	-1.715734	-2.410416
20.000000	75.000000	 0.217684	 0.669899	-1.771058	-2.473492
20.000000	80.000000	 0.105807	 0.415629	-1.811237	-2.519051
20.000000	85.000000	-0.009425	 0.158705	-1.835068	-2.546854
20.000000	90.000000	-0.126138	-0.099764	-1.841557	-2.557241
20.000000	95.000000	-0.242346	-0.358943	-1.830345	-2.550569
20.000000	100.000000	-0.356132	-0.617702	-1.801839	-2.526679
20.000000	105.000000	-0.465637	-0.874154	-1.757030	-2.484974
20.000000	110.000000	-0.569044	-1.125813	-1.697132	-2.425042
20.000000	115.000000	-0.664737	-1.370298	-1.623319	-2.347096
20.000000	120.000000	-0.751576	-1.605903	-1.536687	-2.251796
20.000000	125.000000	-0.828976	-1.831507	-1.438351	-2.139760
20.000000	130.000000	-0.896657	-2.046033	-1.329525	-2.011424
20.000000	135.000000	-0.954301	-2.248124	-1.211517	-1.867326
20.000000	140.000000	-1.001410	-2.436275	-1.085677	-1.708315
20.000000	145.000000	-1.037425	-2.609041	-0.953430	-1.535285
20.000000	150.000000	-1.061909	-2.764928	-0.816367	-1.348826
20.000000	155.000000	-1.074711	-2.902131	-0.676339	-1.149306
20.000000	160.000000	-1.076161	-3.018590	-0.535368	-0.937431
20.000000	165.000000	-1.067243	-3.112472	-0.395319	-0.714712
20.000000	170.000000	-1.049489	-3.182662	-0.257521	-0.483334
20.000000	175.000000	-1.024430	-3.228781	-0.122784	-0.245589
20.000000	180.000000	 0.993043	 3.250762	-0.008096	 0.003453
25.000000	 0.000000	 0.253490	 2.570147	 0.000031	 0.004429
25.000000	 5.000000	 0.292223	 2.555594	-0.073922	-0.213418
25.000000	10.000000	 0.325546	 2.520177	-0.153961	-0.426712
25.000000	15.000000	 0.352794	 2.464690	-0.238397	-0.633828
25.000000	20.000000	 0.373266	 2.389301	-0.326113	-0.833557
25.000000	25.000000	 0.386067	 2.294474	-0.416436	-1.025034
25.000000	30.000000	 0.390331	 2.181436	-0.508320	-1.207487
25.000000	35.000000	 0.385669	 2.051709	-0.599889	-1.379829
25.000000	40.000000	 0.372344	 1.906708	-0.688996	-1.540665
25.000000	45.000000	 0.350806	 1.747695	-0.774099	-1.688740
25.000000	50.000000	 0.321176	 1.575733	-0.854367	-1.823126
25.000000	55.000000	 0.283572	 1.391720	-0.929047	-1.943055
25.000000	60.000000	 0.238889	 1.196754	-0.997014	-2.047926
25.000000	65.000000	 0.188594	 0.992419	-1.056973	-2.137389
25.000000	70.000000	 0.133504	 0.780546	-1.107749	-2.211019
25.000000	75.000000	 0.073423	 0.562810	-1.148134	-2.268020
25.000000	80.000000	 0.008536	 0.340622	-1.176746	-2.307737
25.000000	85.000000	-0.059292	 0.115204	-1.192423	-2.330545
25.000000	90.000000	-0.127276	-0.112462	-1.194811	-2.337834
25.000000	95.000000	-0.193580	-0.341581	-1.184498	-2.330753
25.000000	100.000000	-0.257901	-0.570930	-1.162627	-2.308938
25.000000	105.000000	-0.320228	-0.798126	-1.130298	-2.270764
25.000000	110.000000	-0.379482	-1.020025	-1.087991	-2.215066
25.000000	115.000000	-0.433585	-1.234300	-1.035520	-2.142373
25.000000	120.000000	-0.480690	-1.440353	-0.972809	-2.054132
25.000000	125.000000	-0.519947	-1.638176	-0.900852	-1.951024
25.000000	130.000000	-0.551013	-1.826577	-0.821801	-1.832730
25.000000	135.000000	-0.573221	-2.003081	-0.738133	-1.699250
25.000000	140.000000	-0.585731	-2.165431	-0.651818	-1.551756
25.000000	145.000000	-0.588458	-2.312648	-0.564083	-1.391855
25.000000	150.000000	-0.582371	-2.444518	-0.475618	-1.220461
25.000000	155.000000	-0.568656	-2.560392	-0.387024	-1.037766
25.000000	160.000000	-0.547998	-2.658731	-0.299441	-0.844209
25.000000	165.000000	-0.521126	-2.737698	-0.214676	-0.641221
25.000000	170.000000	-0.489728	-2.796055	-0.134350	-0.431018
25.000000	175.000000	-0.455947	-2.833432	-0.059019	-0.215855
25.000000	180.000000	 0.420770	 2.849809	-0.011312	-0.002423
30.000000	 0.000000	-0.223893	 2.071952	-0.000724	 0.008208
30.000000	 5.000000	-0.188384	 2.066060	-0.025390	-0.178450
30.000000	10.000000	-0.153626	 2.044297	-0.056241	-0.363210
30.000000	15.000000	-0.119962	 2.005943	-0.092012	-0.543561
30.000000	20.000000	-0.088333	 1.949614	-0.132261	-0.717035
30.000000	25.000000	-0.059727	 1.876474	-0.177079	-0.883362
30.000000	30.000000	-0.035174	 1.788795	-0.225529	-1.043610
30.000000	35.000000	-0.015437	 1.686852	-0.275543	-1.196800
30.000000	40.000000	-0.000441	 1.569979	-0.325681	-1.339851
30.000000	45.000000	 0.009962	 1.439167	-0.375666	-1.471033
30.000000	50.000000	 0.014867	 1.296337	-0.425098	-1.590616
30.000000	55.000000	 0.013166	 1.142413	-0.472616	-1.698148
30.000000	60.000000	 0.005521	 0.977950	-0.516233	-1.791894
30.000000	65.000000	-0.005855	 0.804633	-0.554122	-1.870912
30.000000	70.000000	-0.020041	 0.624968	-0.585320	-1.935476
30.000000	75.000000	-0.038497	 0.441043	-0.609533	-1.985851
30.000000	80.000000	-0.061924	 0.254044	-0.626433	-2.022032
30.000000	85.000000	-0.087682	 0.064583	-0.635783	-2.043976
30.000000	90.000000	-0.112098	-0.126808	-0.637661	-2.051404
30.000000	95.000000	-0.133915	-0.319380	-0.631913	-2.044164
30.000000	100.000000	-0.154080	-0.511880	-0.618146	-2.022691
30.000000	105.000000	-0.173188	-0.702035	-0.596598	-1.987291
30.000000	110.000000	-0.190002	-0.887072	-0.568139	-1.937688
30.000000	115.000000	-0.202162	-1.065655	-0.533451	-1.873850
30.000000	120.000000	-0.208129	-1.238309	-0.493048	-1.796076
30.000000	125.000000	-0.207964	-1.404869	-0.448039	-1.704097
30.000000	130.000000	-0.201996	-1.562875	-0.400027	-1.597728
30.000000	135.000000	-0.189708	-1.709583	-0.350036	-1.478241
