
 
					TH				PH
				---------------------------	---------------------------
THETA      	PHI        	P.REAL     	P.IMAG     	P.REAL     	P.IMAG     
-----------	-----------	-----------	-----------	-----------	-----------
-130.000000	95.000000	 0.002865	-0.000351	-0.011126	-0.004766
-130.000000	100.000000	 0.003624	-0.004914	-0.010566	-0.006516
-130.000000	105.000000	 0.001859	-0.005623	-0.009382	-0.007131
-130.000000	110.000000	-0.002064	-0.007428	-0.010491	-0.004187
-130.000000	115.000000	-0.003956	-0.011443	-0.009787	-0.003171
-130.000000	120.000000	-0.003795	-0.012260	-0.010284	-0.004832
-130.000000	125.000000	-0.006172	-0.013180	-0.011194	-0.003712
-130.000000	130.000000	-0.010347	-0.016124	-0.009823	-0.002377
-130.000000	135.000000	-0.012811	-0.016682	-0.010123	-0.001521
-130.000000	140.000000	-0.016085	-0.016486	-0.009561	 0.000595
-130.000000	145.000000	-0.019409	-0.015137	-0.007076	 0.002051
-130.000000	150.000000	-0.021492	-0.012293	-0.006575	 0.003256
-130.000000	155.000000	-0.025115	-0.013061	-0.005085	 0.002300
-130.000000	160.000000	-0.027006	-0.014502	-0.002717	 0.000609
-130.000000	165.000000	-0.027268	-0.013678	-0.002890	 0.001687
-130.000000	170.000000	-0.028979	-0.014435	-0.002279	 0.002187
-130.000000	175.000000	-0.027015	-0.014714	-0.000016	 0.001518
-130.000000	180.000000	 0.023917	 0.013121	-0.000728	-0.001057
-125.000000	 0.000000	-0.043249	 0.045445	-0.001687	 0.000292
-125.000000	 5.000000	-0.043367	 0.043655	-0.000328	-0.002487
-125.000000	10.000000	-0.043803	 0.044254	-0.000303	-0.005063
-125.000000	15.000000	-0.044999	 0.042593	-0.000435	-0.004604
-125.000000	20.000000	-0.045703	 0.038932	-0.000821	-0.006071
-125.000000	25.000000	-0.045274	 0.037733	-0.000090	-0.007763
-125.000000	30.000000	-0.044115	 0.035526	-0.000060	-0.009206
-125.000000	35.000000	-0.041634	 0.031296	-0.000164	-0.013211
-125.000000	40.000000	-0.039934	 0.028543	 0.001573	-0.013664
-125.000000	45.000000	-0.036912	 0.027374	-0.000206	-0.012584
-125.000000	50.000000	-0.030777	 0.025395	 0.000499	-0.013056
-125.000000	55.000000	-0.026488	 0.022258	 0.000932	-0.012082
-125.000000	60.000000	-0.019874	 0.020078	-0.002526	-0.012029
-125.000000	65.000000	-0.014297	 0.018234	-0.003950	-0.012445
-125.000000	70.000000	-0.011382	 0.018487	-0.005841	-0.013201
-125.000000	75.000000	-0.004559	 0.018250	-0.005782	-0.013593
-125.000000	80.000000	-0.001349	 0.011742	-0.005194	-0.013593
-125.000000	85.000000	-0.002597	 0.006964	-0.003681	-0.014838
-125.000000	90.000000	-0.000698	 0.007135	-0.001772	-0.014701
-125.000000	95.000000	 0.004736	 0.004457	-0.004124	-0.014850
-125.000000	100.000000	 0.008527	-0.000488	-0.003335	-0.016253
-125.000000	105.000000	 0.010129	-0.003259	-0.003050	-0.016538
-125.000000	110.000000	 0.013199	-0.005658	-0.004768	-0.014964
-125.000000	115.000000	 0.015232	-0.009266	-0.002829	-0.013695
-125.000000	120.000000	 0.017509	-0.011879	-0.005025	-0.013337
-125.000000	125.000000	 0.020010	-0.014179	-0.008286	-0.010705
-125.000000	130.000000	 0.019334	-0.017851	-0.006662	-0.010310
-125.000000	135.000000	 0.019160	-0.021152	-0.006699	-0.010676
-125.000000	140.000000	 0.017903	-0.024240	-0.006996	-0.008473
-125.000000	145.000000	 0.014818	-0.027067	-0.007213	-0.007799
-125.000000	150.000000	 0.014638	-0.028367	-0.008441	-0.006040
-125.000000	155.000000	 0.013495	-0.031292	-0.005827	-0.003959
-125.000000	160.000000	 0.011975	-0.035635	-0.003924	-0.003302
-125.000000	165.000000	 0.014063	-0.035745	-0.004402	-0.002592
-125.000000	170.000000	 0.014714	-0.034620	-0.003371	-0.000700
-125.000000	175.000000	 0.014091	-0.035497	-0.002432	 0.001346
-125.000000	180.000000	-0.016491	 0.035520	 0.001220	-0.000632
-120.000000	 0.000000	-0.075839	 0.028576	 0.001309	 0.002265
-120.000000	 5.000000	-0.075971	 0.027699	 0.002639	-0.002251
-120.000000	10.000000	-0.074810	 0.028939	 0.002893	-0.006553
-120.000000	15.000000	-0.074599	 0.024909	 0.006476	-0.007139
-120.000000	20.000000	-0.074910	 0.021622	 0.006733	-0.007947
-120.000000	25.000000	-0.072641	 0.021087	 0.007751	-0.011213
-120.000000	30.000000	-0.071741	 0.018639	 0.009878	-0.011682
-120.000000	35.000000	-0.067938	 0.015250	 0.010183	-0.012379
-120.000000	40.000000	-0.063047	 0.013130	 0.013816	-0.014624
-120.000000	45.000000	-0.059993	 0.012456	 0.013453	-0.014938
-120.000000	50.000000	-0.052370	 0.010927	 0.015464	-0.015965
-120.000000	55.000000	-0.047202	 0.007211	 0.016410	-0.016690
-120.000000	60.000000	-0.039887	 0.007209	 0.015088	-0.015565
-120.000000	65.000000	-0.028768	 0.009262	 0.017495	-0.015613
-120.000000	70.000000	-0.022883	 0.009402	 0.014783	-0.018191
-120.000000	75.000000	-0.017110	 0.008882	 0.014149	-0.018306
-120.000000	80.000000	-0.010851	 0.007920	 0.016603	-0.017931
-120.000000	85.000000	-0.007899	 0.008183	 0.018389	-0.019264
-120.000000	90.000000	-0.004779	 0.008663	 0.019804	-0.018274
-120.000000	95.000000	 0.002212	 0.008839	 0.017976	-0.018367
-120.000000	100.000000	 0.008006	 0.008634	 0.018100	-0.018852
-120.000000	105.000000	 0.013604	 0.006830	 0.015886	-0.018540
-120.000000	110.000000	 0.019648	 0.004879	 0.012579	-0.019752
-120.000000	115.000000	 0.021969	 0.005735	 0.012978	-0.019207
-120.000000	120.000000	 0.026650	 0.004480	 0.011569	-0.018060
-120.000000	125.000000	 0.032756	 0.001707	 0.009813	-0.016132
-120.000000	130.000000	 0.034584	 0.000712	 0.010437	-0.015708
-120.000000	135.000000	 0.036683	-0.002320	 0.009905	-0.015465
-120.000000	140.000000	 0.039832	-0.005643	 0.008828	-0.013026
-120.000000	145.000000	 0.039665	-0.008681	 0.005207	-0.012406
-120.000000	150.000000	 0.041117	-0.010993	 0.001899	-0.011060
-120.000000	155.000000	 0.043849	-0.012484	 0.004001	-0.009525
-120.000000	160.000000	 0.043628	-0.017397	 0.002807	-0.006620
-120.000000	165.000000	 0.044418	-0.018355	 0.000787	-0.005155
-120.000000	170.000000	 0.046650	-0.016953	-0.000417	-0.003815
-120.000000	175.000000	 0.045337	-0.020214	-0.001994	-0.000710
-120.000000	180.000000	-0.044460	 0.020525	-0.000643	-0.001147
-115.000000	 0.000000	-0.101863	 0.017541	 0.001744	 0.000774
-115.000000	 5.000000	-0.103587	 0.015271	 0.002521	-0.001671
-115.000000	10.000000	-0.102384	 0.014441	 0.003820	-0.003044
-115.000000	15.000000	-0.097690	 0.009973	 0.006487	-0.004807
-115.000000	20.000000	-0.095972	 0.008246	 0.006904	-0.004874
-115.000000	25.000000	-0.093383	 0.005325	 0.011683	-0.008824
-115.000000	30.000000	-0.090876	 0.002900	 0.015572	-0.011339
-115.000000	35.000000	-0.086724	 0.003106	 0.015845	-0.009954
-115.000000	40.000000	-0.080336	 0.001176	 0.019969	-0.013132
-115.000000	45.000000	-0.074053	-0.000599	 0.020884	-0.013899
-115.000000	50.000000	-0.067206	 0.000532	 0.022781	-0.012827
-115.000000	55.000000	-0.060248	-0.000950	 0.022964	-0.012236
-115.000000	60.000000	-0.051895	-0.000822	 0.023290	-0.010661
-115.000000	65.000000	-0.043514	 0.001616	 0.026121	-0.012428
-115.000000	70.000000	-0.035797	 0.002816	 0.025624	-0.013901
-115.000000	75.000000	-0.028119	 0.002946	 0.026847	-0.013252
-115.000000	80.000000	-0.021372	 0.003594	 0.029058	-0.014384
-115.000000	85.000000	-0.015534	 0.006158	 0.028203	-0.014263
-115.000000	90.000000	-0.008369	 0.008306	 0.026866	-0.014228
-115.000000	95.000000	 0.001463	 0.011309	 0.025506	-0.015236
-115.000000	100.000000	 0.007635	 0.013333	 0.025766	-0.015542
-115.000000	105.000000	 0.014670	 0.015177	 0.026281	-0.014471
-115.000000	110.000000	 0.021162	 0.015273	 0.025125	-0.014155
-115.000000	115.000000	 0.027935	 0.017321	 0.021847	-0.012710
-115.000000	120.000000	 0.036087	 0.017709	 0.021380	-0.013388
-115.000000	125.000000	 0.039380	 0.018388	 0.020516	-0.015006
-115.000000	130.000000	 0.045083	 0.020406	 0.017761	-0.013772
-115.000000	135.000000	 0.050828	 0.016144	 0.016051	-0.013309
-115.000000	140.000000	 0.054636	 0.014407	 0.014813	-0.011770
-115.000000	145.000000	 0.058481	 0.015061	 0.012055	-0.011025
-115.000000	150.000000	 0.061683	 0.012545	 0.008808	-0.009623
-115.000000	155.000000	 0.063520	 0.009546	 0.009444	-0.008560
-115.000000	160.000000	 0.067723	 0.005872	 0.007095	-0.005472
-115.000000	165.000000	 0.072236	 0.005747	 0.005258	-0.004770
-115.000000	170.000000	 0.073913	 0.004981	 0.003202	-0.004234
-115.000000	175.000000	 0.074404	 0.000444	 0.000319	-0.001941
-115.000000	180.000000	-0.075102	-0.001725	-0.001400	-0.000640
-110.000000	 0.000000	-0.106890	-0.002152	 0.001235	 0.001936
-110.000000	 5.000000	-0.107667	-0.006905	 0.002237	-0.000897
-110.000000	10.000000	-0.107987	-0.007768	 0.007368	 0.000066
-110.000000	15.000000	-0.103932	-0.009948	 0.012076	-0.002947
-110.000000	20.000000	-0.101204	-0.013165	 0.015168	-0.005124
-110.000000	25.000000	-0.099285	-0.015572	 0.020058	-0.006838
-110.000000	30.000000	-0.094864	-0.016692	 0.022866	-0.009210
-110.000000	35.000000	-0.088801	-0.018581	 0.026141	-0.007403
-110.000000	40.000000	-0.085130	-0.018268	 0.028676	-0.009349
-110.000000	45.000000	-0.078505	-0.016753	 0.030730	-0.009833
-110.000000	50.000000	-0.071690	-0.015261	 0.036508	-0.008078
-110.000000	55.000000	-0.063661	-0.014977	 0.040127	-0.008687
-110.000000	60.000000	-0.058216	-0.012841	 0.042747	-0.008390
-110.000000	65.000000	-0.054696	-0.013687	 0.044530	-0.009043
-110.000000	70.000000	-0.044668	-0.013394	 0.047758	-0.008364
-110.000000	75.000000	-0.035692	-0.007872	 0.047493	-0.007846
-110.000000	80.000000	-0.029731	-0.003897	 0.047786	-0.008180
-110.000000	85.000000	-0.021688	 0.000999	 0.047161	-0.005890
-110.000000	90.000000	-0.013947	 0.005273	 0.047782	-0.009494
-110.000000	95.000000	-0.004061	 0.010222	 0.047659	-0.009785
-110.000000	100.000000	 0.003277	 0.011857	 0.044220	-0.008605
-110.000000	105.000000	 0.011006	 0.015591	 0.043788	-0.008243
-110.000000	110.000000	 0.017484	 0.020157	 0.043486	-0.009284
-110.000000	115.000000	 0.025642	 0.025826	 0.038294	-0.010037
-110.000000	120.000000	 0.032696	 0.028333	 0.036674	-0.008901
-110.000000	125.000000	 0.035569	 0.031167	 0.035333	-0.011189
-110.000000	130.000000	 0.045790	 0.034819	 0.032633	-0.009961
-110.000000	135.000000	 0.052547	 0.034498	 0.030751	-0.009962
-110.000000	140.000000	 0.054735	 0.036130	 0.027019	-0.008198
-110.000000	145.000000	 0.060074	 0.037080	 0.025535	-0.009197
-110.000000	150.000000	 0.068136	 0.036489	 0.020871	-0.010597
-110.000000	155.000000	 0.071658	 0.034363	 0.015707	-0.008467
-110.000000	160.000000	 0.076513	 0.032735	 0.012890	-0.006464
-110.000000	165.000000	 0.080718	 0.032503	 0.010943	-0.006341
-110.000000	170.000000	 0.081890	 0.031982	 0.008112	-0.004560
-110.000000	175.000000	 0.085324	 0.028192	 0.004473	-0.003065
-110.000000	180.000000	-0.089404	-0.023785	-0.000752	 0.003511
-105.000000	 0.000000	-0.117929	-0.017159	 0.000713	 0.004221
-105.000000	 5.000000	-0.116198	-0.022572	 0.004258	 0.002824
-105.000000	10.000000	-0.111846	-0.027344	 0.009870	 0.003769
-105.000000	15.000000	-0.109206	-0.029397	 0.015014	 0.000107
-105.000000	20.000000	-0.108166	-0.031843	 0.018898	-0.002999
-105.000000	25.000000	-0.105006	-0.032045	 0.023600	-0.000924
-105.000000	30.000000	-0.099766	-0.031836	 0.026733	-0.002304
-105.000000	35.000000	-0.091181	-0.032073	 0.032247	-0.001332
-105.000000	40.000000	-0.086494	-0.029304	 0.034841	 0.000277
-105.000000	45.000000	-0.081883	-0.029218	 0.036410	-0.001935
-105.000000	50.000000	-0.075406	-0.029412	 0.041165	-0.001652
-105.000000	55.000000	-0.068006	-0.029294	 0.045403	 0.000349
-105.000000	60.000000	-0.061153	-0.025760	 0.048380	 0.001042
-105.000000	65.000000	-0.052669	-0.022538	 0.050225	 0.000015
-105.000000	70.000000	-0.046518	-0.020850	 0.053561	-0.000528
-105.000000	75.000000	-0.038907	-0.012922	 0.052265	 0.001182
-105.000000	80.000000	-0.027761	-0.006933	 0.056299	 0.001298
-105.000000	85.000000	-0.018039	-0.002174	 0.055642	 0.002889
-105.000000	90.000000	-0.012552	 0.001751	 0.056285	 0.001143
-105.000000	95.000000	-0.004435	 0.008632	 0.055504	 0.001981
-105.000000	100.000000	 0.003618	 0.013267	 0.052789	 0.001997
-105.000000	105.000000	 0.010907	 0.019026	 0.052478	 0.003365
-105.000000	110.000000	 0.018983	 0.024704	 0.053249	 0.003443
-105.000000	115.000000	 0.027776	 0.030726	 0.053381	 0.000111
-105.000000	120.000000	 0.035191	 0.034665	 0.050326	 0.000506
-105.000000	125.000000	 0.043268	 0.039521	 0.047014	-0.003811
-105.000000	130.000000	 0.051128	 0.044905	 0.044101	-0.004388
-105.000000	135.000000	 0.057958	 0.047741	 0.042591	-0.006088
-105.000000	140.000000	 0.066179	 0.049362	 0.037118	-0.004632
-105.000000	145.000000	 0.070011	 0.049974	 0.033806	-0.005087
-105.000000	150.000000	 0.076540	 0.051304	 0.029925	-0.007082
-105.000000	155.000000	 0.083456	 0.050460	 0.024216	-0.005434
-105.000000	160.000000	 0.090372	 0.051825	 0.020749	-0.006808
-105.000000	165.000000	 0.093927	 0.048436	 0.014551	-0.006093
-105.000000	170.000000	 0.098350	 0.044581	 0.010517	-0.005370
-105.000000	175.000000	 0.101017	 0.042563	 0.006218	-0.004209
-105.000000	180.000000	-0.104035	-0.038249	-0.001745	 0.003358
-100.000000	 0.000000	-0.118095	-0.041985	-0.002574	 0.002874
-100.000000	 5.000000	-0.116826	-0.043716	 0.007105	 0.003406
-100.000000	10.000000	-0.114358	-0.047963	 0.011545	 0.003676
-100.000000	15.000000	-0.110599	-0.050908	 0.016208	 0.001489
-100.000000	20.000000	-0.107947	-0.054145	 0.021068	 0.000297
-100.000000	25.000000	-0.103554	-0.055243	 0.030158	 0.005420
-100.000000	30.000000	-0.097236	-0.053857	 0.034481	 0.005953
-100.000000	35.000000	-0.090620	-0.053804	 0.037141	 0.004769
-100.000000	40.000000	-0.084064	-0.052204	 0.041796	 0.008335
-100.000000	45.000000	-0.078201	-0.046587	 0.044596	 0.008347
-100.000000	50.000000	-0.071465	-0.040067	 0.049984	 0.008253
-100.000000	55.000000	-0.065991	-0.037700	 0.056425	 0.011147
-100.000000	60.000000	-0.060637	-0.036299	 0.058998	 0.013584
-100.000000	65.000000	-0.049774	-0.029309	 0.062368	 0.014392
-100.000000	70.000000	-0.044522	-0.023548	 0.064385	 0.013265
-100.000000	75.000000	-0.035994	-0.016489	 0.064362	 0.015468
-100.000000	80.000000	-0.026778	-0.011595	 0.069141	 0.014707
-100.000000	85.000000	-0.021427	-0.004534	 0.068690	 0.014216
-100.000000	90.000000	-0.013139	 0.005180	 0.071904	 0.014240
-100.000000	95.000000	-0.003802	 0.013724	 0.068779	 0.012326
-100.000000	100.000000	 0.002560	 0.019243	 0.068156	 0.012213
-100.000000	105.000000	 0.008809	 0.027432	 0.067386	 0.011548
-100.000000	110.000000	 0.018070	 0.034054	 0.065326	 0.009737
-100.000000	115.000000	 0.027327	 0.039785	 0.066507	 0.008866
-100.000000	120.000000	 0.033710	 0.046762	 0.061251	 0.008910
-100.000000	125.000000	 0.042552	 0.052123	 0.058196	 0.006231
-100.000000	130.000000	 0.049325	 0.054243	 0.054375	 0.006480
-100.000000	135.000000	 0.058120	 0.054780	 0.051519	 0.003949
-100.000000	140.000000	 0.065305	 0.060106	 0.047770	 0.002165
-100.000000	145.000000	 0.069749	 0.067169	 0.043328	-0.000092
-100.000000	150.000000	 0.078317	 0.067265	 0.037653	-0.002301
-100.000000	155.000000	 0.083929	 0.063216	 0.032110	-0.001223
-100.000000	160.000000	 0.090888	 0.064025	 0.028939	-0.003539
-100.000000	165.000000	 0.096493	 0.061045	 0.018852	-0.003516
-100.000000	170.000000	 0.102881	 0.057858	 0.014641	-0.003096
-100.000000	175.000000	 0.101339	 0.056247	 0.009092	-0.001326
-100.000000	180.000000	-0.103642	-0.051990	-0.002166	-0.000274
-95.000000	 0.000000	-0.143680	-0.053350	-0.000827	 0.000680
-95.000000	 5.000000	-0.139672	-0.057260	 0.008948	 0.004579
-95.000000	10.000000	-0.135679	-0.060845	 0.014789	 0.003765
-95.000000	15.000000	-0.129900	-0.061535	 0.024313	 0.002763
-95.000000	20.000000	-0.124791	-0.064603	 0.030607	 0.003503
-95.000000	25.000000	-0.122008	-0.065069	 0.036636	 0.007860
-95.000000	30.000000	-0.114525	-0.062923	 0.043035	 0.008836
-95.000000	35.000000	-0.106851	-0.063630	 0.049038	 0.008114
-95.000000	40.000000	-0.099571	-0.062004	 0.053824	 0.012011
-95.000000	45.000000	-0.092098	-0.057403	 0.058879	 0.014607
-95.000000	50.000000	-0.083424	-0.057939	 0.066083	 0.016855
-95.000000	55.000000	-0.073912	-0.051635	 0.070217	 0.019643
-95.000000	60.000000	-0.067189	-0.043608	 0.070467	 0.022143
-95.000000	65.000000	-0.058380	-0.038623	 0.074721	 0.024627
-95.000000	70.000000	-0.049464	-0.031494	 0.076820	 0.025409
-95.000000	75.000000	-0.042201	-0.021627	 0.078463	 0.027323
-95.000000	80.000000	-0.034129	-0.014084	 0.079542	 0.028697
-95.000000	85.000000	-0.024767	-0.005595	 0.077698	 0.028911
-95.000000	90.000000	-0.015420	 0.002907	 0.081377	 0.028114
-95.000000	95.000000	-0.007407	 0.011549	 0.081257	 0.025559
-95.000000	100.000000	-0.000574	 0.020876	 0.079590	 0.028387
-95.000000	105.000000	 0.007691	 0.029003	 0.077440	 0.026841
-95.000000	110.000000	 0.016980	 0.035730	 0.077193	 0.023011
-95.000000	115.000000	 0.025442	 0.042175	 0.075968	 0.022960
-95.000000	120.000000	 0.032417	 0.051109	 0.072241	 0.021258
-95.000000	125.000000	 0.042437	 0.057125	 0.069449	 0.018481
-95.000000	130.000000	 0.051701	 0.062319	 0.062452	 0.014352
-95.000000	135.000000	 0.061630	 0.066165	 0.056603	 0.011561
-95.000000	140.000000	 0.066904	 0.070348	 0.052387	 0.008738
-95.000000	145.000000	 0.074806	 0.073103	 0.049177	 0.004995
-95.000000	150.000000	 0.084199	 0.073892	 0.044184	 0.003008
-95.000000	155.000000	 0.090415	 0.074389	 0.036686	 0.001832
-95.000000	160.000000	 0.099426	 0.072646	 0.032165	 0.000650
-95.000000	165.000000	 0.103779	 0.070112	 0.022262	-0.001859
-95.000000	170.000000	 0.109190	 0.069022	 0.015030	-0.001945
-95.000000	175.000000	 0.111637	 0.065317	 0.007580	-0.001681
-95.000000	180.000000	-0.117244	-0.058993	-0.001426	 0.002272
-90.000000	 0.000000	-0.155480	-0.067412	-0.000765	 0.000485
-90.000000	 5.000000	-0.151507	-0.070918	 0.009703	 0.003468
-90.000000	10.000000	-0.146906	-0.077271	 0.017820	 0.004142
-90.000000	15.000000	-0.144921	-0.080335	 0.027462	 0.005687
-90.000000	20.000000	-0.139334	-0.081131	 0.038887	 0.006261
-90.000000	25.000000	-0.131411	-0.078266	 0.045902	 0.008700
-90.000000	30.000000	-0.125270	-0.080200	 0.054981	 0.012726
-90.000000	35.000000	-0.117813	-0.080498	 0.063950	 0.016429
-90.000000	40.000000	-0.109178	-0.076255	 0.068598	 0.021874
-90.000000	45.000000	-0.098989	-0.071589	 0.074848	 0.023266
-90.000000	50.000000	-0.089766	-0.068874	 0.079503	 0.026067
-90.000000	55.000000	-0.083070	-0.061352	 0.084287	 0.030072
-90.000000	60.000000	-0.075553	-0.052822	 0.089977	 0.031349
-90.000000	65.000000	-0.067610	-0.046568	 0.095695	 0.034226
-90.000000	70.000000	-0.058046	-0.037685	 0.099501	 0.038733
-90.000000	75.000000	-0.050515	-0.028935	 0.101402	 0.038836
-90.000000	80.000000	-0.040086	-0.019576	 0.102648	 0.038175
-90.000000	85.000000	-0.028816	-0.009378	 0.104946	 0.039020
-90.000000	90.000000	-0.020085	-0.000014	 0.105405	 0.040037
-90.000000	95.000000	-0.010629	 0.012286	 0.105936	 0.040507
-90.000000	100.000000	-0.002529	 0.023923	 0.101436	 0.040300
-90.000000	105.000000	 0.006382	 0.032207	 0.098928	 0.037918
-90.000000	110.000000	 0.017140	 0.041850	 0.099690	 0.036906
-90.000000	115.000000	 0.028194	 0.049097	 0.093874	 0.034309
-90.000000	120.000000	 0.035453	 0.060929	 0.092829	 0.030494
-90.000000	125.000000	 0.042945	 0.067919	 0.089916	 0.028173
-90.000000	130.000000	 0.052608	 0.075446	 0.082601	 0.022767
-90.000000	135.000000	 0.064472	 0.083621	 0.079357	 0.021839
-90.000000	140.000000	 0.074230	 0.087061	 0.071875	 0.018403
-90.000000	145.000000	 0.082636	 0.088867	 0.061787	 0.012724
-90.000000	150.000000	 0.089420	 0.092050	 0.055460	 0.009609
-90.000000	155.000000	 0.098064	 0.092754	 0.047883	 0.003754
-90.000000	160.000000	 0.107930	 0.090802	 0.040331	 0.002307
-90.000000	165.000000	 0.112985	 0.089953	 0.031616	 0.000795
-90.000000	170.000000	 0.119882	 0.087454	 0.020838	 0.000880
-90.000000	175.000000	 0.125799	 0.082861	 0.009708	-0.002452
-90.000000	180.000000	-0.129106	-0.079344	-0.003121	 0.003243
-85.000000	 0.000000	-0.187183	-0.077196	-0.002323	-0.001759
-85.000000	 5.000000	-0.185332	-0.081360	 0.011296	-0.000466
-85.000000	10.000000	-0.181818	-0.087215	 0.024041	 0.003447
-85.000000	15.000000	-0.176249	-0.091595	 0.031279	 0.009067
-85.000000	20.000000	-0.169198	-0.093905	 0.042801	 0.010505
-85.000000	25.000000	-0.158671	-0.090457	 0.052630	 0.013080
-85.000000	30.000000	-0.151195	-0.091722	 0.064848	 0.020928
-85.000000	35.000000	-0.142168	-0.090441	 0.073731	 0.024581
-85.000000	40.000000	-0.133092	-0.088582	 0.082896	 0.028633
-85.000000	45.000000	-0.122683	-0.084414	 0.090782	 0.032493
-85.000000	50.000000	-0.110934	-0.075635	 0.094844	 0.038368
-85.000000	55.000000	-0.100503	-0.069738	 0.101975	 0.043655
-85.000000	60.000000	-0.087363	-0.062212	 0.108918	 0.047074
-85.000000	65.000000	-0.075141	-0.052056	 0.112152	 0.051668
-85.000000	70.000000	-0.064439	-0.040333	 0.116594	 0.055142
-85.000000	75.000000	-0.052410	-0.029913	 0.118764	 0.057178
-85.000000	80.000000	-0.040051	-0.017841	 0.119077	 0.059210
-85.000000	85.000000	-0.030413	-0.007725	 0.123939	 0.061457
-85.000000	90.000000	-0.019921	 0.004375	 0.124201	 0.060234
-85.000000	95.000000	-0.007947	 0.017892	 0.122724	 0.059368
-85.000000	100.000000	 0.003549	 0.029624	 0.122201	 0.060293
-85.000000	105.000000	 0.015660	 0.042351	 0.120462	 0.057392
-85.000000	110.000000	 0.025424	 0.054328	 0.116827	 0.054814
-85.000000	115.000000	 0.037768	 0.061298	 0.113391	 0.051259
-85.000000	120.000000	 0.049468	 0.075213	 0.111954	 0.047932
-85.000000	125.000000	 0.059169	 0.082222	 0.106768	 0.044856
-85.000000	130.000000	 0.070972	 0.088999	 0.097276	 0.038539
-85.000000	135.000000	 0.083169	 0.097105	 0.091011	 0.033588
-85.000000	140.000000	 0.093846	 0.100456	 0.085569	 0.026561
-85.000000	145.000000	 0.103529	 0.103442	 0.077364	 0.020813
-85.000000	150.000000	 0.116134	 0.105021	 0.066669	 0.018324
-85.000000	155.000000	 0.125033	 0.105050	 0.057751	 0.012239
-85.000000	160.000000	 0.131798	 0.104662	 0.049241	 0.008165
-85.000000	165.000000	 0.141197	 0.101995	 0.038043	 0.004273
-85.000000	170.000000	 0.148863	 0.096914	 0.025479	 0.004624
-85.000000	175.000000	 0.154228	 0.091096	 0.012849	 0.001336
-85.000000	180.000000	-0.157762	-0.085463	-0.000786	-0.000740
-80.000000	 0.000000	-0.230138	-0.087210	-0.002858	 0.001676
-80.000000	 5.000000	-0.226170	-0.094548	 0.013898	 0.002318
-80.000000	10.000000	-0.220371	-0.100954	 0.032543	 0.005183
-80.000000	15.000000	-0.213291	-0.103567	 0.044841	 0.011188
-80.000000	20.000000	-0.206708	-0.106730	 0.059043	 0.015486
-80.000000	25.000000	-0.197831	-0.109675	 0.071119	 0.017693
-80.000000	30.000000	-0.185075	-0.112387	 0.088366	 0.023280
-80.000000	35.000000	-0.173237	-0.107471	 0.098901	 0.030422
-80.000000	40.000000	-0.161983	-0.104026	 0.111410	 0.037199
-80.000000	45.000000	-0.146885	-0.099556	 0.120665	 0.042299
-80.000000	50.000000	-0.134462	-0.092370	 0.128878	 0.050193
-80.000000	55.000000	-0.121907	-0.084158	 0.137252	 0.055710
-80.000000	60.000000	-0.107704	-0.073757	 0.144792	 0.059666
-80.000000	65.000000	-0.093799	-0.065102	 0.150142	 0.064253
-80.000000	70.000000	-0.079157	-0.051752	 0.154445	 0.065461
-80.000000	75.000000	-0.064527	-0.038243	 0.159781	 0.071455
-80.000000	80.000000	-0.050753	-0.023831	 0.164173	 0.074010
-80.000000	85.000000	-0.037154	-0.012488	 0.166259	 0.073118
-80.000000	90.000000	-0.024963	 0.002010	 0.167889	 0.072975
-80.000000	95.000000	-0.010809	 0.015870	 0.166516	 0.071238
-80.000000	100.000000	 0.003588	 0.029948	 0.165308	 0.072576
-80.000000	105.000000	 0.019644	 0.043884	 0.162182	 0.070681
-80.000000	110.000000	 0.032753	 0.056863	 0.156120	 0.067432
-80.000000	115.000000	 0.046737	 0.069857	 0.153430	 0.063195
-80.000000	120.000000	 0.061827	 0.083565	 0.146382	 0.057555
-80.000000	125.000000	 0.074601	 0.091883	 0.141032	 0.051468
-80.000000	130.000000	 0.088361	 0.101596	 0.133800	 0.045004
-80.000000	135.000000	 0.101051	 0.109217	 0.123093	 0.040329
-80.000000	140.000000	 0.114728	 0.114182	 0.113324	 0.033656
-80.000000	145.000000	 0.126810	 0.118317	 0.103744	 0.026267
-80.000000	150.000000	 0.141097	 0.120399	 0.089631	 0.021459
-80.000000	155.000000	 0.151862	 0.123328	 0.078035	 0.014962
-80.000000	160.000000	 0.162047	 0.120217	 0.065640	 0.010152
-80.000000	165.000000	 0.172651	 0.116264	 0.050453	 0.002863
-80.000000	170.000000	 0.180610	 0.112349	 0.035018	-0.000404
-80.000000	175.000000	 0.188211	 0.106245	 0.020177	-0.001256
-80.000000	180.000000	-0.191443	-0.101896	-0.002758	 0.001479
-75.000000	 0.000000	-0.288711	-0.086927	-0.003204	-0.000428
-75.000000	 5.000000	-0.283851	-0.094172	 0.017552	 0.001074
-75.000000	10.000000	-0.276383	-0.104258	 0.038396	 0.005803
-75.000000	15.000000	-0.270009	-0.111924	 0.055693	 0.009446
-75.000000	20.000000	-0.260889	-0.112270	 0.075886	 0.013685
-75.000000	25.000000	-0.251332	-0.113364	 0.090680	 0.019992
-75.000000	30.000000	-0.237686	-0.117801	 0.110691	 0.026083
-75.000000	35.000000	-0.223516	-0.114524	 0.124963	 0.034110
