NUMERO DE MUESTRAS EN EL ARGUMENTO 3 ............. :   37
NUMERO DE MUESTRAS EN EL ARGUMENTO 4 ............. :   72
NUMERO DE FRECUENCIAS MEDIDAS .................... :    1
EL FICHERO SE ESTRUCTURA EN CORTES DEL ARGUMENTO . : 3 == THETA          
CADA CORTE SE BARRE EN EL ARGUMENTO .............. : 4 == PHI            


===========================================================================
=========== BLOQUE CORRESPONDIENTE A LA FRECUENCIA  32.245     ============
===========================================================================

                                         E_PH                            E_PH                   
                                 ------------------------------- -------------------------------
 THETA           PHI                P. REAL       P. IMAGINARIA     P. REAL       P. IMAGINARIA 
 --------------- --------------- --------------- --------------- --------------- ---------------
  85.0000000      215.000000     0.123037882     0.673421174E-01-0.792263895E-01-0.915882271E-02
  85.0000000      220.000000     0.114140071     0.624941103E-01-0.876357332E-01-0.132202376E-01
  85.0000000      225.000000     0.102899775     0.617816523E-01-0.967710838E-01-0.156787671E-01
  85.0000000      230.000000     0.916535035E-01 0.578942746E-01-0.103579812    -0.196249355E-01
  85.0000000      235.000000     0.779686272E-01 0.522600003E-01-0.110492758    -0.226599164E-01
  85.0000000      240.000000     0.663475394E-01 0.420445167E-01-0.117047004    -0.260077734E-01
  85.0000000      245.000000     0.517985448E-01 0.344454199E-01-0.119703308    -0.313376710E-01
  85.0000000      250.000000     0.404948480E-01 0.240495130E-01-0.124553882    -0.322917104E-01
  85.0000000      255.000000     0.261489563E-01 0.152375735E-01-0.128549576    -0.361438394E-01
  85.0000000      260.000000     0.143309403E-01 0.686303573E-02-0.130577728    -0.361244902E-01
  85.0000000      265.000000     0.646817440E-03-0.409484608E-02-0.129866496    -0.353735536E-01
  85.0000000      270.000000    -0.112994630E-01-0.140326815E-01-0.133207783    -0.364948101E-01
  85.0000000      275.000000    -0.229680389E-01-0.239505954E-01-0.130558625    -0.351781137E-01
  85.0000000      280.000000    -0.361924134E-01-0.332813039E-01-0.127621844    -0.358239450E-01
  85.0000000      285.000000    -0.492185876E-01-0.435282961E-01-0.124892429    -0.340448059E-01
  85.0000000      290.000000    -0.646064803E-01-0.521145239E-01-0.122436896    -0.306851920E-01
  85.0000000      295.000000    -0.755339712E-01-0.581467375E-01-0.118121371    -0.279355720E-01
  85.0000000      300.000000    -0.884990245E-01-0.660428181E-01-0.112705417    -0.266295951E-01
  85.0000000      305.000000    -0.100279085    -0.716542676E-01-0.108641393    -0.209538676E-01
  85.0000000      310.000000    -0.113236755    -0.779121295E-01-0.100971982    -0.181847978E-01
  85.0000000      315.000000    -0.125258207    -0.820131004E-01-0.936719999E-01-0.151394634E-01
  85.0000000      320.000000    -0.138395771    -0.825637802E-01-0.842249840E-01-0.113982083E-01
  85.0000000      325.000000    -0.149848655    -0.817170665E-01-0.770212859E-01-0.821427815E-02
  85.0000000      330.000000    -0.159223452    -0.812791884E-01-0.646383837E-01-0.619396800E-02
  85.0000000      335.000000    -0.168034852    -0.800434723E-01-0.543243550E-01-0.334282639E-02
  85.0000000      340.000000    -0.176937401    -0.758320019E-01-0.437723584E-01-0.730053580E-03
  85.0000000      345.000000    -0.184393868    -0.707661361E-01-0.317631811E-01 0.793921703E-03
  85.0000000      350.000000    -0.191733986    -0.636842772E-01-0.182906482E-01 0.100856274E-02
  85.0000000      355.000000    -0.191419929    -0.593350157E-01-0.987088215E-02 0.876517443E-03
  90.0000000      0.00000000    -0.163540632    -0.509017557E-01 0.241334294E-02-0.274290505E-03
  90.0000000      5.00000000    -0.163279235    -0.462526381E-01 0.119914087E-01-0.307526294E-03
  90.0000000      10.0000000    -0.165468842    -0.373476706E-01 0.221976396E-01-0.332263880E-02
  90.0000000      15.0000000    -0.163257852    -0.329609066E-01 0.306218993E-01-0.935223978E-02
  90.0000000      20.0000000    -0.161587939    -0.255546235E-01 0.401583128E-01-0.145463515E-01
  90.0000000      25.0000000    -0.154654726    -0.231505409E-01 0.500117876E-01-0.184795819E-01
  90.0000000      30.0000000    -0.148430526    -0.153490612E-01 0.538315549E-01-0.223108381E-01
  90.0000000      35.0000000    -0.141849652    -0.857067853E-02 0.609574206E-01-0.271463264E-01
  90.0000000      40.0000000    -0.135809049    -0.587641913E-02 0.654456168E-01-0.324213319E-01
  90.0000000      45.0000000    -0.126270682    -0.179557037E-02 0.706492513E-01-0.377827324E-01
  90.0000000      50.0000000    -0.113672465    -0.188867751E-03 0.754397437E-01-0.429614000E-01
  90.0000000      55.0000000    -0.103383787     0.314085325E-02 0.823461860E-01-0.477978215E-01
  90.0000000      60.0000000    -0.912833214E-01 0.405759597E-02 0.832855776E-01-0.516972244E-01
  90.0000000      65.0000000    -0.787849724E-01 0.384224160E-02 0.863355473E-01-0.548200943E-01
  90.0000000      70.0000000    -0.689771250E-01 0.332017569E-02 0.892937183E-01-0.591709167E-01
  90.0000000      75.0000000    -0.575564764E-01 0.190343778E-02 0.897541493E-01-0.625783056E-01
  90.0000000      80.0000000    -0.425950177E-01 0.504737895E-03 0.912595242E-01-0.640050694E-01
  90.0000000      85.0000000    -0.269822273E-01-0.809147896E-03 0.897884518E-01-0.628758222E-01
  90.0000000      90.0000000    -0.156476628E-01-0.105955137E-02 0.925316364E-01-0.635146201E-01
  90.0000000      95.0000000    -0.165913685E-02-0.230676890E-02 0.930060521E-01-0.637608394E-01
  90.0000000      100.000000     0.107196029E-01-0.406951550E-02 0.893799737E-01-0.632227138E-01
  90.0000000      105.000000     0.249701515E-01-0.666428590E-02 0.876462236E-01-0.602922924E-01
  90.0000000      110.000000     0.382241346E-01-0.632651988E-02 0.880554691E-01-0.549654961E-01
  90.0000000      115.000000     0.476766899E-01-0.529414928E-02 0.864398032E-01-0.530540571E-01
  90.0000000      120.000000     0.624859631E-01-0.614823075E-02 0.816724002E-01-0.516425222E-01
  90.0000000      125.000000     0.712244213E-01-0.422165729E-02 0.787521303E-01-0.476853065E-01
  90.0000000      130.000000     0.838971287E-01-0.167738734E-03 0.732796416E-01-0.397510342E-01
  90.0000000      135.000000     0.945098177E-01 0.235020067E-02 0.694423169E-01-0.357270911E-01
  90.0000000      140.000000     0.102649197     0.422470411E-02 0.643330067E-01-0.315849409E-01
  90.0000000      145.000000     0.111528583     0.108473860E-01 0.563784987E-01-0.253062360E-01
  90.0000000      150.000000     0.117996946     0.174406953E-01 0.500649884E-01-0.198093709E-01
  90.0000000      155.000000     0.124383569     0.194477625E-01 0.432973877E-01-0.151569787E-01
  90.0000000      160.000000     0.129784063     0.282750428E-01 0.332473330E-01-0.118338624E-01
  90.0000000      165.000000     0.133894265     0.338196903E-01 0.254087690E-01-0.732694799E-02
  90.0000000      170.000000     0.135425821     0.409621447E-01 0.155020999E-01-0.516860280E-02
  90.0000000      175.000000     0.135601014     0.458821952E-01 0.572567247E-02-0.167183956E-03
  90.0000000      180.000000     0.136634573     0.466676578E-01-0.229258253E-02-0.540183275E-03
  90.0000000      185.000000     0.133227199     0.525313914E-01-0.129132066E-01 0.350836024E-03
  90.0000000      190.000000     0.130743951     0.577946305E-01-0.221791640E-01 0.696724281E-03
  90.0000000      195.000000     0.124516949     0.590359941E-01-0.302184857E-01 0.923057203E-03
  90.0000000      200.000000     0.121270373     0.614307597E-01-0.403821580E-01 0.187474198E-02
  90.0000000      205.000000     0.114936322     0.638655722E-01-0.479527339E-01 0.220615097E-03
  90.0000000      210.000000     0.107906766     0.620627739E-01-0.555894524E-01 0.985872233E-03
  90.0000000      215.000000     0.100116156     0.602360107E-01-0.636370853E-01-0.262951944E-02
  90.0000000      220.000000     0.937152654E-01 0.570536852E-01-0.726823360E-01-0.469675893E-02
  90.0000000      225.000000     0.833593458E-01 0.555834733E-01-0.799201131E-01-0.950579159E-02
  90.0000000      230.000000     0.754580423E-01 0.499989651E-01-0.844259635E-01-0.121437870E-01
  90.0000000      235.000000     0.641279742E-01 0.435539000E-01-0.889117345E-01-0.112016741E-01
  90.0000000      240.000000     0.548225157E-01 0.368349254E-01-0.915603116E-01-0.120331338E-01
  90.0000000      245.000000     0.447435305E-01 0.333469026E-01-0.978544652E-01-0.161549430E-01
  90.0000000      250.000000     0.338497013E-01 0.257991627E-01-0.103227712    -0.152338771E-01
  90.0000000      255.000000     0.229900666E-01 0.187074617E-01-0.105549857    -0.168982632E-01
  90.0000000      260.000000     0.139576402E-01 0.110850614E-01-0.107443608    -0.183036216E-01
  90.0000000      265.000000     0.184198131E-02 0.293731398E-03-0.107524090    -0.212014113E-01
  90.0000000      270.000000    -0.968198571E-02-0.887174252E-02-0.108655490    -0.204391945E-01
  90.0000000      275.000000    -0.189206768E-01-0.162877087E-01-0.107597895    -0.199646279E-01
  90.0000000      280.000000    -0.283339694E-01-0.283188988E-01-0.105338871    -0.225553922E-01
  90.0000000      285.000000    -0.395410955E-01-0.359107442E-01-0.103625208    -0.200952794E-01
  90.0000000      290.000000    -0.504116900E-01-0.430170260E-01-0.101268992    -0.177016966E-01
  90.0000000      295.000000    -0.599741302E-01-0.510774255E-01-0.987075716E-01-0.152083021E-01
  90.0000000      300.000000    -0.720734447E-01-0.596356839E-01-0.930527300E-01-0.138752982E-01
  90.0000000      305.000000    -0.811596140E-01-0.647675917E-01-0.897333026E-01-0.947698206E-02
  90.0000000      310.000000    -0.935723633E-01-0.693008527E-01-0.835526437E-01-0.886872411E-02
  90.0000000      315.000000    -0.101319626    -0.713286996E-01-0.754925981E-01-0.627243519E-02
  90.0000000      320.000000    -0.109734111    -0.760860145E-01-0.683173910E-01-0.172253931E-02
  90.0000000      325.000000    -0.118392996    -0.765702575E-01-0.633526668E-01-0.603439286E-03
  90.0000000      330.000000    -0.127446711    -0.765896738E-01-0.529239066E-01 0.243931939E-02
  90.0000000      335.000000    -0.135456309    -0.746732280E-01-0.429414138E-01 0.280844769E-02
  90.0000000      340.000000    -0.143077448    -0.698351786E-01-0.344804861E-01 0.284831296E-02
  90.0000000      345.000000    -0.148125961    -0.670335442E-01-0.265522115E-01 0.427829567E-02
  90.0000000      350.000000    -0.155850142    -0.621733740E-01-0.161940660E-01 0.239620940E-02
  90.0000000      355.000000    -0.160731554    -0.580183193E-01-0.824461970E-02 0.117255596E-02
  95.0000000      0.00000000    -0.142336309    -0.333233438E-01 0.345284306E-02 0.115314045E-02
  95.0000000      5.00000000    -0.142273039    -0.290974770E-01 0.866173394E-02-0.679894758E-03
  95.0000000      10.0000000    -0.142544731    -0.248625409E-01 0.161758885E-01-0.372539321E-02
  95.0000000      15.0000000    -0.139295384    -0.206032153E-01 0.231050272E-01-0.849638786E-02
  95.0000000      20.0000000    -0.137273803    -0.127301132E-01 0.280088931E-01-0.927803293E-02
  95.0000000      25.0000000    -0.130880103    -0.129773058E-01 0.348418057E-01-0.127613898E-01
  95.0000000      30.0000000    -0.126510426    -0.817300286E-02 0.394790433E-01-0.200621169E-01
  95.0000000      35.0000000    -0.123016365    -0.432815216E-02 0.452221557E-01-0.215672720E-01
  95.0000000      40.0000000    -0.115889713    -0.332221738E-02 0.477657281E-01-0.256015379E-01
  95.0000000      45.0000000    -0.106513791    -0.129377120E-02 0.532420389E-01-0.310998429E-01
  95.0000000      50.0000000    -0.972386599E-01 0.106838020E-02 0.567927919E-01-0.339268707E-01
  95.0000000      55.0000000    -0.859482065E-01 0.264524552E-02 0.618482865E-01-0.391216688E-01
  95.0000000      60.0000000    -0.771067441E-01 0.316900411E-02 0.613705777E-01-0.437318422E-01
  95.0000000      65.0000000    -0.690453202E-01 0.295886793E-02 0.651946142E-01-0.461261310E-01
  95.0000000      70.0000000    -0.577135868E-01 0.253679464E-02 0.666709319E-01-0.475068800E-01
  95.0000000      75.0000000    -0.464922898E-01 0.270349369E-02 0.675397217E-01-0.512391850E-01
  95.0000000      80.0000000    -0.351404548E-01 0.224115327E-02 0.706971958E-01-0.544055477E-01
  95.0000000      85.0000000    -0.235405229E-01 0.145968713E-02 0.680018738E-01-0.521071404E-01
  95.0000000      90.0000000    -0.115420464E-01 0.672324459E-04 0.685949251E-01-0.551146977E-01
  95.0000000      95.0000000     0.129759440E-02-0.278274738E-02 0.682065934E-01-0.558550321E-01
  95.0000000      100.000000     0.111293728E-01-0.157615822E-02 0.682901293E-01-0.533593670E-01
  95.0000000      105.000000     0.248767454E-01-0.299174874E-02 0.671369210E-01-0.517692417E-01
  95.0000000      110.000000     0.374603570E-01-0.561219081E-02 0.660012886E-01-0.506340712E-01
  95.0000000      115.000000     0.477287695E-01-0.430228049E-02 0.657142624E-01-0.448325649E-01
  95.0000000      120.000000     0.603906736E-01-0.418423628E-02 0.619333945E-01-0.420951322E-01
  95.0000000      125.000000     0.688429028E-01-0.709313946E-02 0.601141974E-01-0.416639745E-01
  95.0000000      130.000000     0.792054236E-01-0.345540536E-02 0.548431352E-01-0.364624783E-01
  95.0000000      135.000000     0.873726681E-01-0.693471695E-03 0.524245612E-01-0.322225578E-01
  95.0000000      140.000000     0.958895385E-01 0.140717288E-02 0.477889217E-01-0.268558711E-01
  95.0000000      145.000000     0.103245206     0.471493183E-02 0.427787825E-01-0.219416041E-01
  95.0000000      150.000000     0.110775456     0.978168752E-02 0.388237722E-01-0.193436798E-01
  95.0000000      155.000000     0.116934501     0.135124214E-01 0.327367783E-01-0.147084221E-01
  95.0000000      160.000000     0.118784525     0.177306868E-01 0.263271071E-01-0.102022206E-01
  95.0000000      165.000000     0.122213140     0.216131452E-01 0.195804220E-01-0.807097461E-02
  95.0000000      170.000000     0.124489605     0.288459808E-01 0.111141428E-01-0.618740497E-02
  95.0000000      175.000000     0.126819506     0.324778594E-01 0.538429525E-02-0.137671095E-02
  95.0000000      180.000000     0.126251444     0.362969860E-01-0.195733015E-02-0.906413712E-03
  95.0000000      185.000000     0.122237056     0.395601653E-01-0.909653213E-02 0.503659423E-03
  95.0000000      190.000000     0.119758077     0.429850109E-01-0.157814194E-01 0.157515926E-02
  95.0000000      195.000000     0.116189621     0.459002517E-01-0.239574127E-01 0.220860634E-02
  95.0000000      200.000000     0.113500208     0.453086533E-01-0.300872866E-01 0.214953651E-02
  95.0000000      205.000000     0.104641065     0.487204902E-01-0.360032320E-01 0.299970503E-02
  95.0000000      210.000000     0.100302033     0.478907041E-01-0.443373956E-01 0.300641963E-02
  95.0000000      215.000000     0.914134905E-01 0.473429374E-01-0.512611419E-01-0.148774264E-02
  95.0000000      220.000000     0.842756554E-01 0.461096391E-01-0.559553728E-01-0.249655684E-03
  95.0000000      225.000000     0.762472823E-01 0.437388942E-01-0.618673414E-01-0.259547750E-02
  95.0000000      230.000000     0.695092306E-01 0.426940098E-01-0.675318167E-01-0.533214957E-02
  95.0000000      235.000000     0.584771484E-01 0.381836928E-01-0.712702796E-01-0.576494681E-02
  95.0000000      240.000000     0.492405407E-01 0.306203421E-01-0.735476688E-01-0.607256871E-02
  95.0000000      245.000000     0.393967144E-01 0.271868221E-01-0.760139227E-01-0.101199541E-01
  95.0000000      250.000000     0.304371528E-01 0.216035359E-01-0.775166228E-01-0.861479528E-02
  95.0000000      255.000000     0.227088518E-01 0.141352089E-01-0.803042278E-01-0.100616608E-01
  95.0000000      260.000000     0.124933971E-01 0.619018264E-02-0.812617764E-01-0.132559780E-01
  95.0000000      265.000000     0.177685067E-02 0.384661689E-03-0.834395438E-01-0.134165622E-01
  95.0000000      270.000000    -0.808543339E-02-0.769926654E-02-0.832926184E-01-0.126418406E-01
  95.0000000      275.000000    -0.167136788E-01-0.150488736E-01-0.831553712E-01-0.129334098E-01
  95.0000000      280.000000    -0.253770687E-01-0.235879589E-01-0.806915909E-01-0.126304235E-01
  95.0000000      285.000000    -0.362058543E-01-0.278418846E-01-0.790173709E-01-0.107080843E-01
  95.0000000      290.000000    -0.468038321E-01-0.353771895E-01-0.764150172E-01-0.100638671E-01
  95.0000000      295.000000    -0.542947017E-01-0.404670760E-01-0.748611540E-01-0.834865309E-02
  95.0000000      300.000000    -0.639889315E-01-0.460563228E-01-0.705854446E-01-0.738789141E-02
  95.0000000      305.000000    -0.736151859E-01-0.510311462E-01-0.679887012E-01-0.548972562E-02
  95.0000000      310.000000    -0.840275958E-01-0.530375652E-01-0.645758435E-01-0.325081614E-02
  95.0000000      315.000000    -0.900808722E-01-0.552078113E-01-0.584351011E-01 0.676439686E-05
  95.0000000      320.000000    -0.993865952E-01-0.578277707E-01-0.534863621E-01 0.256764935E-02
  95.0000000      325.000000    -0.109426230    -0.564631820E-01-0.474456362E-01 0.276865135E-02
  95.0000000      330.000000    -0.119620286    -0.574853048E-01-0.396145731E-01 0.509687699E-02
  95.0000000      335.000000    -0.125655830    -0.546998642E-01-0.351949781E-01 0.438555563E-02
  95.0000000      340.000000    -0.129881367    -0.511170477E-01-0.269272085E-01 0.404098071E-02
  95.0000000      345.000000    -0.132968530    -0.492891669E-01-0.183118153E-01 0.607644906E-02
  95.0000000      350.000000    -0.138523757    -0.448125340E-01-0.130078262E-01 0.475025037E-02
  95.0000000      355.000000    -0.141551852    -0.387195237E-01-0.655277912E-02 0.305732549E-02
  100.000000      0.00000000    -0.130752981    -0.257346500E-01 0.175078260E-02 0.220417348E-02
  100.000000      5.00000000    -0.130036205    -0.201751795E-01 0.638010725E-02-0.108842819E-02
  100.000000      10.0000000    -0.128779396    -0.159966443E-01 0.127716502E-01-0.349037931E-02
  100.000000      15.0000000    -0.127614617    -0.105751744E-01 0.171991233E-01-0.950036105E-02
  100.000000      20.0000000    -0.123931862    -0.451920414E-02 0.219156202E-01-0.130622676E-01
  100.000000      25.0000000    -0.119367816    -0.128884008E-02 0.278017670E-01-0.168395620E-01
  100.000000      30.0000000    -0.113341153     0.233179401E-02 0.311033484E-01-0.227215327E-01
  100.000000      35.0000000    -0.107795544     0.217189826E-02 0.344153866E-01-0.234616529E-01
  100.000000      40.0000000    -0.100496210     0.858663023E-02 0.366975404E-01-0.268780552E-01
  100.000000      45.0000000    -0.912288055E-01 0.112080239E-01 0.414465740E-01-0.336125232E-01
  100.000000      50.0000000    -0.854276046E-01 0.102009540E-01 0.438370258E-01-0.377407633E-01
  100.000000      55.0000000    -0.759261400E-01 0.125132008E-01 0.447110571E-01-0.396793671E-01
  100.000000      60.0000000    -0.660720021E-01 0.133701609E-01 0.459454320E-01-0.415363051E-01
  100.000000      65.0000000    -0.568658225E-01 0.979183055E-02 0.491447784E-01-0.432920009E-01
  100.000000      70.0000000    -0.486483425E-01 0.987889618E-02 0.487658195E-01-0.457967371E-01
  100.000000      75.0000000    -0.382614806E-01 0.789229292E-02 0.505163968E-01-0.487613939E-01
  100.000000      80.0000000    -0.273435321E-01 0.622664765E-02 0.506322086E-01-0.514013581E-01
  100.000000      85.0000000    -0.194186419E-01 0.485284906E-02 0.502948686E-01-0.496103466E-01
  100.000000      90.0000000    -0.756261311E-02 0.211736537E-02 0.510333069E-01-0.498570502E-01
  100.000000      95.0000000     0.109278713E-02 0.966114516E-03 0.487617888E-01-0.510886945E-01
  100.000000      100.000000     0.826657936E-02-0.435425813E-03 0.497608036E-01-0.502276719E-01
  100.000000      105.000000     0.211685337E-01-0.399435777E-02 0.487953350E-01-0.466164984E-01
  100.000000      110.000000     0.302889328E-01-0.356667978E-02 0.468899570E-01-0.460934713E-01
  100.000000      115.000000     0.372128263E-01-0.413782895E-02 0.469781831E-01-0.441914387E-01
  100.000000      120.000000     0.485385992E-01-0.271845120E-02 0.445785932E-01-0.416634232E-01
  100.000000      125.000000     0.569434203E-01-0.236440613E-02 0.440512113E-01-0.381032974E-01
  100.000000      130.000000     0.631660447E-01-0.288401963E-02 0.402890816E-01-0.336237438E-01
  100.000000      135.000000     0.703230202E-01-0.278339768E-02 0.385840535E-01-0.296577625E-01
  100.000000      140.000000     0.781918019E-01 0.960848061E-03 0.361384675E-01-0.253835022E-01
  100.000000      145.000000     0.851037055E-01 0.410115393E-02 0.341156349E-01-0.204970092E-01
  100.000000      150.000000     0.915919840E-01 0.853933580E-02 0.297977254E-01-0.172342584E-01
  100.000000      155.000000     0.969310924E-01 0.118439030E-01 0.245793071E-01-0.143280337E-01
  100.000000      160.000000     0.984543711E-01 0.135590713E-01 0.195350498E-01-0.106861237E-01
  100.000000      165.000000     0.100619540     0.170754660E-01 0.150928088E-01-0.721383467E-02
  100.000000      170.000000     0.102679104     0.224998463E-01 0.955879968E-02-0.498859026E-02
  100.000000      175.000000     0.103380129     0.254488271E-01 0.474638911E-02-0.240473403E-02
  100.000000      180.000000     0.102748685     0.301395226E-01-0.482141069E-03-0.149083300E-02
  100.000000      185.000000     0.101946324     0.317578353E-01-0.663885195E-02 0.438104995E-03
  100.000000      190.000000     0.997773483E-01 0.346389003E-01-0.127027882E-01 0.235673855E-02
  100.000000      195.000000     0.976779237E-01 0.400872305E-01-0.195824392E-01 0.513756461E-02
  100.000000      200.000000     0.934236795E-01 0.389692187E-01-0.235551950E-01 0.569185708E-02
  100.000000      205.000000     0.864180848E-01 0.411621109E-01-0.292230882E-01 0.452609779E-02
  100.000000      210.000000     0.826339498E-01 0.416633300E-01-0.370614715E-01 0.392604899E-02
  100.000000      215.000000     0.740940273E-01 0.412416123E-01-0.418200530E-01 0.148579443E-02
  100.000000      220.000000     0.697750896E-01 0.375600792E-01-0.450302809E-01 0.313922390E-02
  100.000000      225.000000     0.628057942E-01 0.314964652E-01-0.513405055E-01 0.267980085E-02
  100.000000      230.000000     0.574959256E-01 0.302155968E-01-0.534181818E-01 0.234020315E-02
  100.000000      235.000000     0.488755368E-01 0.282730814E-01-0.569511987E-01 0.555782986E-03
  100.000000      240.000000     0.423357487E-01 0.237452742E-01-0.610139184E-01 0.271711266E-02
  100.000000      245.000000     0.339646004E-01 0.202066619E-01-0.609777868E-01 0.180249871E-02
  100.000000      250.000000     0.256711282E-01 0.157987494E-01-0.644061938E-01 0.343405991E-03
  100.000000      255.000000     0.172570851E-01 0.109769357E-01-0.691856816E-01-0.308781659E-03
  100.000000      260.000000     0.820927508E-02 0.442372169E-02-0.690141767E-01-0.471406966E-03
  100.000000      265.000000     0.198134094E-04-0.469739462E-03-0.694707185E-01 0.143394154E-02
  100.000000      270.000000    -0.895271543E-02-0.619775848E-02-0.682869032E-01-0.174762186E-03
  100.000000      275.000000    -0.168849360E-01-0.122680292E-01-0.704551861E-01-0.568824762E-03
  100.000000      280.000000    -0.272786319E-01-0.199606474E-01-0.703640580E-01 0.654336240E-03
  100.000000      285.000000    -0.361817069E-01-0.232777167E-01-0.691032261E-01 0.170203904E-02
  100.000000      290.000000    -0.440122001E-01-0.288031287E-01-0.651210472E-01 0.322280894E-02
  100.000000      295.000000    -0.517423861E-01-0.342707783E-01-0.639207438E-01 0.341884932E-02
  100.000000      300.000000    -0.620528311E-01-0.401134081E-01-0.608231500E-01 0.490175374E-02
  100.000000      305.000000    -0.706409737E-01-0.430349410E-01-0.566818304E-01 0.617793575E-02
  100.000000      310.000000    -0.801704526E-01-0.446037091E-01-0.527735725E-01 0.529271690E-02
  100.000000      315.000000    -0.875741988E-01-0.478953943E-01-0.466171838E-01 0.662159920E-02
  100.000000      320.000000    -0.945528299E-01-0.493429117E-01-0.423268117E-01 0.692320196E-02
  100.000000      325.000000    -0.999583527E-01-0.507340394E-01-0.400178023E-01 0.804565754E-02
  100.000000      330.000000    -0.106563464    -0.489950553E-01-0.347548947E-01 0.911760051E-02
  100.000000      335.000000    -0.113225006    -0.449838378E-01-0.299466550E-01 0.805614982E-02
  100.000000      340.000000    -0.118117109    -0.434790328E-01-0.223724265E-01 0.929238647E-02
  100.000000      345.000000    -0.122535504    -0.373247527E-01-0.158428717E-01 0.746063981E-02
  100.000000      350.000000    -0.126331106    -0.344825499E-01-0.115180342E-01 0.456286781E-02
  100.000000      355.000000    -0.127714872    -0.298964437E-01-0.386297284E-02 0.344632217E-02
  105.000000      0.00000000    -0.124347925    -0.126320720E-01 0.101377768E-02 0.162229966E-02
  105.000000      5.00000000    -0.123404071    -0.902028941E-02 0.642632367E-02-0.163608673E-02
  105.000000      10.0000000    -0.122480676    -0.567228952E-02 0.975662563E-02-0.287476392E-02
  105.000000      15.0000000    -0.121735610     0.339803140E-03 0.120575577E-01-0.830136705E-02
  105.000000      20.0000000    -0.117725566     0.452084932E-02 0.164825581E-01-0.147027476E-01
  105.000000      25.0000000    -0.114825204     0.727048423E-02 0.185731836E-01-0.180716701E-01
  105.000000      30.0000000    -0.108904675     0.995053444E-02 0.185488984E-01-0.207274538E-01
  105.000000      35.0000000    -0.102604240     0.100128520E-01 0.223557912E-01-0.233030543E-01
  105.000000      40.0000000    -0.977439359E-01 0.142408032E-01 0.255333427E-01-0.269713309E-01
  105.000000      45.0000000    -0.894162878E-01 0.161471982E-01 0.258695185E-01-0.312782787E-01
  105.000000      50.0000000    -0.820412859E-01 0.160746500E-01 0.282974597E-01-0.343559124E-01
  105.000000      55.0000000    -0.729926080E-01 0.161578637E-01 0.284998156E-01-0.370916203E-01
  105.000000      60.0000000    -0.653300583E-01 0.160337910E-01 0.288637932E-01-0.414403155E-01
  105.000000      65.0000000    -0.564217083E-01 0.133983977E-01 0.302151255E-01-0.420018472E-01
  105.000000      70.0000000    -0.479893610E-01 0.142248515E-01 0.300776362E-01-0.458430164E-01
  105.000000      75.0000000    -0.376337431E-01 0.107957497E-01 0.313008875E-01-0.469676815E-01
  105.000000      80.0000000    -0.264051966E-01 0.716902409E-02 0.295988489E-01-0.463169776E-01
  105.000000      85.0000000    -0.185767189E-01 0.530349789E-02 0.304557551E-01-0.484359115E-01
  105.000000      90.0000000    -0.741595589E-02 0.231671380E-02 0.309119094E-01-0.494789332E-01
  105.000000      95.0000000     0.843293557E-03-0.809632940E-03 0.290877894E-01-0.492348038E-01
  105.000000      100.000000     0.900349673E-02-0.348756253E-02 0.300430302E-01-0.487991832E-01
  105.000000      105.000000     0.185036790E-01-0.860598776E-02 0.288914777E-01-0.476482697E-01
  105.000000      110.000000     0.270811580E-01-0.995466206E-02 0.277965441E-01-0.452499725E-01
  105.000000      115.000000     0.350166969E-01-0.123692704E-01 0.296222195E-01-0.433251299E-01
  105.000000      120.000000     0.455500782E-01-0.131222894E-01 0.273687523E-01-0.422599204E-01
  105.000000      125.000000     0.548400171E-01-0.128137479E-01 0.275923535E-01-0.383364148E-01
  105.000000      130.000000     0.616848655E-01-0.142791579E-01 0.258730091E-01-0.359512791E-01
  105.000000      135.000000     0.692283213E-01-0.132436547E-01 0.239815563E-01-0.330238082E-01
  105.000000      140.000000     0.740743577E-01-0.120841200E-01 0.224990379E-01-0.293912422E-01
  105.000000      145.000000     0.808359981E-01-0.105136791E-01 0.208453983E-01-0.253994688E-01
  105.000000      150.000000     0.872879773E-01-0.724650687E-02 0.168293994E-01-0.208282359E-01
  105.000000      155.000000     0.927240625E-01-0.626458321E-02 0.150759341E-01-0.187987387E-01
  105.000000      160.000000     0.952061489E-01-0.314566004E-02 0.118948631E-01-0.164197404E-01
  105.000000      165.000000     0.976644084E-01-0.222457503E-02 0.100037204E-01-0.106990160E-01
  105.000000      170.000000     0.100966558     0.232732180E-02 0.926526077E-02-0.697660400E-02
  105.000000      175.000000     0.101277523     0.813866500E-02 0.384236686E-02-0.235979841E-02
  105.000000      180.000000     0.100943170     0.114955408E-01-0.123152696E-02-0.221766974E-02
  105.000000      185.000000     0.101042494     0.155729400E-01-0.700304471E-02 0.122101791E-02
  105.000000      190.000000     0.983894467E-01 0.168070048E-01-0.101871463E-01 0.470654620E-02
  105.000000      195.000000     0.971096531E-01 0.187432673E-01-0.134900939E-01 0.433111610E-02
  105.000000      200.000000     0.949797779E-01 0.190232508E-01-0.181387328E-01 0.667860964E-02
  105.000000      205.000000     0.904161260E-01 0.214258041E-01-0.222736951E-01 0.687251613E-02
  105.000000      210.000000     0.839465261E-01 0.231276192E-01-0.260049421E-01 0.829204824E-02
  105.000000      215.000000     0.790723413E-01 0.248328056E-01-0.285791624E-01 0.916328188E-02
