NUMERO DE MUESTRAS EN EL ARGUMENTO 3 ............. :   37
NUMERO DE MUESTRAS EN EL ARGUMENTO 4 ............. :   72
NUMERO DE FRECUENCIAS MEDIDAS .................... :    1
EL FICHERO SE ESTRUCTURA EN CORTES DEL ARGUMENTO . : 3 == THETA          
CADA CORTE SE BARRE EN EL ARGUMENTO .............. : 4 == PHI            


===========================================================================
=========== BLOQUE CORRESPONDIENTE A LA FRECUENCIA  32.245     ============
===========================================================================

                                         E_PH                            E_PH                   
                                 ------------------------------- -------------------------------
 THETA           PHI                P. REAL       P. IMAGINARIA     P. REAL       P. IMAGINARIA 
 --------------- --------------- --------------- --------------- --------------- ---------------
  40.0000000      270.000000    -0.919206142E-01 0.638808683E-01-0.538606942      1.27585423    
  40.0000000      275.000000    -0.160313308     0.164193451    -0.534592330      1.27269447    
  40.0000000      280.000000    -0.229289517     0.263897300    -0.525462627      1.25907552    
  40.0000000      285.000000    -0.296346575     0.364531308    -0.511362612      1.23653710    
  40.0000000      290.000000    -0.359099984     0.464859992    -0.490676463      1.20753288    
  40.0000000      295.000000    -0.416762650     0.562520444    -0.464454204      1.16939926    
  40.0000000      300.000000    -0.469941199     0.658071160    -0.434138626      1.11984241    
  40.0000000      305.000000    -0.517454386     0.751849651    -0.398656696      1.06080222    
  40.0000000      310.000000    -0.557256579     0.841718495    -0.359082818     0.994657815    
  40.0000000      315.000000    -0.590338409     0.926953793    -0.318556964     0.921498299    
  40.0000000      320.000000    -0.617225170      1.00785697    -0.276505977     0.840081036    
  40.0000000      325.000000    -0.634972930      1.08373547    -0.232483342     0.751094520    
  40.0000000      330.000000    -0.643347561      1.15372038    -0.190717518     0.656847417    
  40.0000000      335.000000    -0.645552278      1.21655381    -0.151570365     0.556711912    
  40.0000000      340.000000    -0.639932334      1.27238178    -0.111008778     0.449394435    
  40.0000000      345.000000    -0.623934150      1.32154393    -0.732934922E-01 0.338357240    
  40.0000000      350.000000    -0.602336049      1.35986722    -0.447778739E-01 0.227508143    
  40.0000000      355.000000    -0.577543199      1.38506436    -0.210559163E-01 0.114099570    
  45.0000000      0.00000000    -0.692005992     0.964484811    -0.249503122E-03-0.139859202E-02
  45.0000000      5.00000000    -0.662874758     0.980145872     0.323916078E-01-0.970815942E-01
  45.0000000      10.0000000    -0.633133411     0.983973563     0.582817793E-01-0.189445466    
  45.0000000      15.0000000    -0.600057781     0.978260398     0.801961794E-01-0.279066622    
  45.0000000      20.0000000    -0.563302755     0.964568555     0.959303528E-01-0.369438648    
  45.0000000      25.0000000    -0.525191247     0.943079710     0.107047185    -0.455940396    
  45.0000000      30.0000000    -0.486240208     0.914894342     0.116320521    -0.539261341    
  45.0000000      35.0000000    -0.447638839     0.877496481     0.122790307    -0.621511340    
  45.0000000      40.0000000    -0.407258809     0.830287635     0.125902101    -0.697310686    
  45.0000000      45.0000000    -0.365001827     0.775827944     0.124914028    -0.767579556    
  45.0000000      50.0000000    -0.325816244     0.714955509     0.120781310    -0.835304081    
  45.0000000      55.0000000    -0.288439244     0.647773325     0.116752908    -0.894864678    
  45.0000000      60.0000000    -0.249629423     0.573498905     0.112666667    -0.944854975    
  45.0000000      65.0000000    -0.212965697     0.493304849     0.106472172    -0.989758968    
  45.0000000      70.0000000    -0.179604337     0.410811394     0.100436531     -1.02850294    
  45.0000000      75.0000000    -0.146495059     0.325226068     0.971705839E-01 -1.05803287    
  45.0000000      80.0000000    -0.114932455     0.235303655     0.956709683E-01 -1.07934296    
  45.0000000      85.0000000    -0.845002532E-01 0.144207403     0.947063491E-01 -1.09315097    
  45.0000000      90.0000000    -0.528721400E-01 0.537153482E-01 0.927308649E-01 -1.09755850    
  45.0000000      95.0000000    -0.228274558E-01-0.366633385E-01 0.921629816E-01 -1.09229350    
  45.0000000      100.000000     0.771930395E-02-0.126683146     0.969917551E-01 -1.07849014    
  45.0000000      105.000000     0.419238545E-01-0.215109527     0.102463983     -1.05533493    
  45.0000000      110.000000     0.751888230E-01-0.301233292     0.106396735     -1.02295470    
  45.0000000      115.000000     0.108277455    -0.384922385     0.113958232    -0.983043849    
  45.0000000      120.000000     0.145322934    -0.463531196     0.122905038    -0.935789585    
  45.0000000      125.000000     0.183653533    -0.535020292     0.129413143    -0.882133365    
  45.0000000      130.000000     0.221221045    -0.600955904     0.135850593    -0.822787344    
  45.0000000      135.000000     0.260762423    -0.661297023     0.140387505    -0.755965531    
  45.0000000      140.000000     0.304122806    -0.714816749     0.141091511    -0.683105648    
  45.0000000      145.000000     0.348566741    -0.761181235     0.140863046    -0.606799603    
  45.0000000      150.000000     0.392068774    -0.798403919     0.136217877    -0.525396585    
  45.0000000      155.000000     0.435104430    -0.826095521     0.123899452    -0.439018786    
  45.0000000      160.000000     0.473754227    -0.846516192     0.108672537    -0.350387841    
  45.0000000      165.000000     0.506516218    -0.859893560     0.903008282E-01-0.260201484    
  45.0000000      170.000000     0.538488448    -0.864663899     0.649854168E-01-0.168714151    
  45.0000000      175.000000     0.567995608    -0.860325217     0.338862166E-01-0.774608329E-01
  45.0000000      180.000000     0.589789093    -0.848637044    -0.177094468E-02 0.114558153E-01
  45.0000000      185.000000     0.605390012    -0.830973625    -0.401919149E-01 0.977389291E-01
  45.0000000      190.000000     0.615806282    -0.806982338    -0.805144161E-01 0.182729065    
  45.0000000      195.000000     0.619166672    -0.776923060    -0.125855222     0.265137315    
  45.0000000      200.000000     0.615790248    -0.740642011    -0.174425662     0.341880053    
  45.0000000      205.000000     0.606001318    -0.699128211    -0.223003909     0.413560241    
  45.0000000      210.000000     0.588219643    -0.654069424    -0.273693860     0.482673764    
  45.0000000      215.000000     0.561302722    -0.604856431    -0.324926525     0.547552347    
  45.0000000      220.000000     0.526346087    -0.552830875    -0.373577029     0.606233120    
  45.0000000      225.000000     0.485655725    -0.498443633    -0.420461088     0.659705460    
  45.0000000      230.000000     0.441005170    -0.440727711    -0.465914905     0.707721353    
  45.0000000      235.000000     0.391788632    -0.383577257    -0.510778308     0.750366986    
  45.0000000      240.000000     0.335062593    -0.326976478    -0.553256214     0.787199557    
  45.0000000      245.000000     0.271698982    -0.267044425    -0.588038564     0.815805018    
  45.0000000      250.000000     0.205865368    -0.206795663    -0.614696145     0.838152051    
  45.0000000      255.000000     0.136442870    -0.147605628    -0.634926677     0.856845975    
  45.0000000      260.000000     0.616025068E-01-0.860064998E-01-0.648322582     0.869392633    
  45.0000000      265.000000    -0.139870616E-01-0.231041461E-01-0.655280471     0.875705063    
  45.0000000      270.000000    -0.878720656E-01 0.388948955E-01-0.656698406     0.879219592    
  45.0000000      275.000000    -0.162206933     0.100135766    -0.652770162     0.879007041    
  45.0000000      280.000000    -0.235932007     0.160733476    -0.642563343     0.871635973    
  45.0000000      285.000000    -0.307550400     0.221970871    -0.625100434     0.857443452    
  45.0000000      290.000000    -0.376268893     0.283430606    -0.601619124     0.837804079    
  45.0000000      295.000000    -0.440666050     0.343676031    -0.574236274     0.812713802    
  45.0000000      300.000000    -0.501361370     0.404599547    -0.542253613     0.782477379    
  45.0000000      305.000000    -0.556765616     0.465578616    -0.503997386     0.745371461    
  45.0000000      310.000000    -0.605249524     0.524443626    -0.461037338     0.700465620    
  45.0000000      315.000000    -0.648681700     0.582906127    -0.416000783     0.651556551    
  45.0000000      320.000000    -0.686039984     0.639781356    -0.368765354     0.599362075    
  45.0000000      325.000000    -0.713987291     0.693689764    -0.317287773     0.540828705    
  45.0000000      330.000000    -0.731940448     0.747492313    -0.264461398     0.476753652    
  45.0000000      335.000000    -0.742697835     0.798773170    -0.215679303     0.407316357    
  45.0000000      340.000000    -0.746217132     0.844598532    -0.167608067     0.330768198    
  45.0000000      345.000000    -0.739889920     0.886522889    -0.118818194     0.250413626    
  45.0000000      350.000000    -0.728591740     0.920004308    -0.764603540E-01 0.170446947    
  45.0000000      355.000000    -0.714718223     0.943588853    -0.384793282E-01 0.884976760E-01
  50.0000000      0.00000000    -0.725182354     0.603465438     0.497657014E-02-0.243771495E-02
  50.0000000      5.00000000    -0.701392531     0.623105109     0.461478084E-01-0.706919581E-01
  50.0000000      10.0000000    -0.677487791     0.632969916     0.794690773E-01-0.135837510    
  50.0000000      15.0000000    -0.648513138     0.637220323     0.111756109    -0.200844958    
  50.0000000      20.0000000    -0.614056230     0.635823965     0.138968334    -0.268757105    
  50.0000000      25.0000000    -0.578663707     0.628594339     0.161196664    -0.333624065    
  50.0000000      30.0000000    -0.541673899     0.615301669     0.181085676    -0.396379203    
  50.0000000      35.0000000    -0.503272295     0.594429493     0.196982786    -0.456996500    
  50.0000000      40.0000000    -0.462083995     0.567997515     0.210587829    -0.511809349    
  50.0000000      45.0000000    -0.419624597     0.534719646     0.221085995    -0.567058086    
  50.0000000      50.0000000    -0.379989356     0.492709368     0.228004113    -0.622607708    
  50.0000000      55.0000000    -0.339479595     0.446428895     0.233819351    -0.668908715    
  50.0000000      60.0000000    -0.296514630     0.397276521     0.238137215    -0.707473457    
  50.0000000      65.0000000    -0.254573971     0.344048887     0.239452824    -0.743450046    
  50.0000000      70.0000000    -0.213098392     0.287890255     0.240000099    -0.774202347    
  50.0000000      75.0000000    -0.170418873     0.227887884     0.240338966    -0.796823919    
  50.0000000      80.0000000    -0.129868701     0.165574774     0.237918198    -0.811117291    
  50.0000000      85.0000000    -0.901069716E-01 0.102679513     0.237072706    -0.818139076    
  50.0000000      90.0000000    -0.471330620E-01 0.376257710E-01 0.238126084    -0.819565296    
  50.0000000      95.0000000    -0.743828947E-02-0.267821737E-01 0.237612844    -0.815725386    
  50.0000000      100.000000     0.301860105E-01-0.895234123E-01 0.239420533    -0.805303156    
  50.0000000      105.000000     0.713907778E-01-0.152100429     0.241988003    -0.787732005    
  50.0000000      110.000000     0.111922771    -0.211485952     0.241523951    -0.764107525    
  50.0000000      115.000000     0.153222188    -0.267814845     0.241413042    -0.734979272    
  50.0000000      120.000000     0.196879566    -0.322745085     0.241901934    -0.699099243    
  50.0000000      125.000000     0.241124019    -0.373025417     0.239867553    -0.655829906    
  50.0000000      130.000000     0.285875708    -0.416139066     0.237941176    -0.607061565    
  50.0000000      135.000000     0.328148484    -0.453266889     0.234169811    -0.553914130    
  50.0000000      140.000000     0.370832711    -0.486071914     0.222772554    -0.497590393    
  50.0000000      145.000000     0.414609283    -0.511918068     0.208230928    -0.438803554    
  50.0000000      150.000000     0.452464521    -0.529276729     0.192158103    -0.377028525    
  50.0000000      155.000000     0.488066047    -0.543159604     0.170924857    -0.313937634    
  50.0000000      160.000000     0.523601115    -0.552353859     0.145484015    -0.250048310    
  50.0000000      165.000000     0.553667068    -0.552524686     0.115275234    -0.186212212    
  50.0000000      170.000000     0.581748545    -0.547406733     0.799061283E-01-0.123192787    
  50.0000000      175.000000     0.606363177    -0.536830246     0.405475311E-01-0.594649538E-01
  50.0000000      180.000000     0.620959878    -0.520233274    -0.320547353E-02 0.302751432E-02
  50.0000000      185.000000     0.629575849    -0.502427518    -0.490458012E-01 0.628189519E-01
  50.0000000      190.000000     0.633199871    -0.482731432    -0.964594632E-01 0.119990245    
  50.0000000      195.000000     0.629779935    -0.460000575    -0.147833735     0.173518181    
  50.0000000      200.000000     0.621910989    -0.432834268    -0.200122371     0.224378377    
  50.0000000      205.000000     0.606462359    -0.401392251    -0.252041250     0.271790743    
  50.0000000      210.000000     0.582177818    -0.370275050    -0.303553939     0.315362096    
  50.0000000      215.000000     0.554023147    -0.337379158    -0.350400716     0.354912609    
  50.0000000      220.000000     0.520756721    -0.303291559    -0.396713644     0.388738900    
  50.0000000      225.000000     0.479408354    -0.270266145    -0.445044577     0.419884741    
  50.0000000      230.000000     0.431951493    -0.235241577    -0.488172114     0.449721843    
  50.0000000      235.000000     0.379525393    -0.202125028    -0.528607905     0.474955648    
  50.0000000      240.000000     0.321737200    -0.171283245    -0.568131983     0.493735075    
  50.0000000      245.000000     0.260995209    -0.138757512    -0.600673318     0.507523775    
  50.0000000      250.000000     0.199088141    -0.108474188    -0.627477050     0.520580649    
  50.0000000      255.000000     0.133922949    -0.783954859E-01-0.648322463     0.532189846    
  50.0000000      260.000000     0.640955120E-01-0.458843820E-01-0.661675096     0.537844658    
  50.0000000      265.000000    -0.654391572E-02-0.170218553E-01-0.669414937     0.539685011    
  50.0000000      270.000000    -0.755521581E-01 0.106998999E-01-0.670072258     0.540998518    
  50.0000000      275.000000    -0.145143047     0.430913791E-01-0.664134741     0.539896667    
  50.0000000      280.000000    -0.214095086     0.762636811E-01-0.653353393     0.535275638    
  50.0000000      285.000000    -0.282497942     0.106325254    -0.637227714     0.528872192    
  50.0000000      290.000000    -0.348977208     0.134980619    -0.616095006     0.519630551    
  50.0000000      295.000000    -0.409972727     0.167113945    -0.590249181     0.505658865    
  50.0000000      300.000000    -0.469221801     0.203996316    -0.558406472     0.489164859    
  50.0000000      305.000000    -0.524590075     0.238478571    -0.521536648     0.470168412    
  50.0000000      310.000000    -0.573866129     0.270728260    -0.481080532     0.446397305    
  50.0000000      315.000000    -0.620174825     0.307968587    -0.435039967     0.418571949    
  50.0000000      320.000000    -0.659064889     0.346058369    -0.386940628     0.386742055    
  50.0000000      325.000000    -0.689921975     0.382628888    -0.338501096     0.350107789    
  50.0000000      330.000000    -0.714583278     0.421732038    -0.285310745     0.311427206    
  50.0000000      335.000000    -0.732487082     0.458086759    -0.232541144     0.270712286    
  50.0000000      340.000000    -0.744797885     0.491013169    -0.182910725     0.223668367    
  50.0000000      345.000000    -0.749086201     0.526070595    -0.131802976     0.171535090    
  50.0000000      350.000000    -0.747451484     0.556121409    -0.847031400E-01 0.117895022    
  50.0000000      355.000000    -0.741692066     0.579286873    -0.414668471E-01 0.612939373E-01
  55.0000000      0.00000000    -0.673310518     0.336469799     0.379818934E-02-0.295794848E-02
  55.0000000      5.00000000    -0.659254789     0.353920043     0.454352349E-01-0.460890941E-01
  55.0000000      10.0000000    -0.641744435     0.366815031     0.793098360E-01-0.878604800E-01
  55.0000000      15.0000000    -0.618847251     0.375935614     0.114944778    -0.132388353    
  55.0000000      20.0000000    -0.590660870     0.380654275     0.146561578    -0.178976923    
  55.0000000      25.0000000    -0.562503219     0.382573277     0.174109131    -0.223387495    
  55.0000000      30.0000000    -0.531839430     0.378345609     0.199484766    -0.269892424    
  55.0000000      35.0000000    -0.497823745     0.368268967     0.218941852    -0.316591829    
  55.0000000      40.0000000    -0.460629374     0.356201977     0.239217266    -0.358798295    
  55.0000000      45.0000000    -0.421392351     0.339535087     0.257388324    -0.400098145    
  55.0000000      50.0000000    -0.383093804     0.315590918     0.269424438    -0.438527018    
  55.0000000      55.0000000    -0.341413140     0.287042350     0.279212713    -0.471734375    
  55.0000000      60.0000000    -0.298768252     0.256935924     0.287034810    -0.502567053    
  55.0000000      65.0000000    -0.257207155     0.224320605     0.293145567    -0.528942287    
  55.0000000      70.0000000    -0.214365467     0.187691495     0.298545241    -0.549257994    
  55.0000000      75.0000000    -0.171307236     0.148003772     0.301833183    -0.567617297    
  55.0000000      80.0000000    -0.129534796     0.108230360     0.300370932    -0.582320571    
  55.0000000      85.0000000    -0.892124996E-01 0.664583221E-01 0.300828546    -0.588591218    
  55.0000000      90.0000000    -0.453874655E-01 0.204067081E-01 0.304742366    -0.589097023    
  55.0000000      95.0000000    -0.228131912E-02-0.234812927E-01 0.305632979    -0.586256504    
  55.0000000      100.000000     0.387482420E-01-0.647939965E-01 0.303698868    -0.575876832    
  55.0000000      105.000000     0.825964287E-01-0.106671005     0.302606344    -0.560010076    
  55.0000000      110.000000     0.125601724    -0.144940600     0.302032143    -0.542720795    
  55.0000000      115.000000     0.168412060    -0.180733770     0.298000634    -0.520635843    
  55.0000000      120.000000     0.210673168    -0.215916321     0.293245167    -0.493393630    
  55.0000000      125.000000     0.251934946    -0.246179596     0.284490585    -0.460745424    
  55.0000000      130.000000     0.293882489    -0.270594984     0.272273809    -0.423462600    
  55.0000000      135.000000     0.332738400    -0.291517556     0.261362374    -0.383925676    
  55.0000000      140.000000     0.371785462    -0.309346557     0.245402604    -0.343896568    
  55.0000000      145.000000     0.413416833    -0.320339948     0.225565836    -0.302301854    
  55.0000000      150.000000     0.448009402    -0.323940068     0.203269288    -0.257726043    
  55.0000000      155.000000     0.477831095    -0.326143503     0.177116692    -0.213090584    
  55.0000000      160.000000     0.509711027    -0.325946122     0.146690488    -0.167146713    
  55.0000000      165.000000     0.535660744    -0.318858862     0.111427821    -0.121888518    
  55.0000000      170.000000     0.553775012    -0.308826745     0.747198984E-01-0.792989805E-01
  55.0000000      175.000000     0.567108572    -0.296456754     0.355478562E-01-0.370368846E-01
  55.0000000      180.000000     0.574962974    -0.280820042    -0.642842101E-02 0.221127784E-02
  55.0000000      185.000000     0.581524193    -0.264749795    -0.496772453E-01 0.395562239E-01
  55.0000000      190.000000     0.582356274    -0.245371073    -0.973255187E-01 0.757211447E-01
  55.0000000      195.000000     0.572907567    -0.225663632    -0.146301523     0.107970901    
  55.0000000      200.000000     0.561777949    -0.206657693    -0.190889642     0.138501853    
  55.0000000      205.000000     0.545614719    -0.184510723    -0.236272871     0.162504286    
  55.0000000      210.000000     0.521203935    -0.163957611    -0.284689814     0.180506274    
  55.0000000      215.000000     0.495075077    -0.142627656    -0.330715925     0.200229377    
  55.0000000      220.000000     0.462344348    -0.122226007    -0.374514490     0.218363419    
  55.0000000      225.000000     0.421355426    -0.106131144    -0.414695472     0.234523401    
  55.0000000      230.000000     0.378330469    -0.884545147E-01-0.449026138     0.249227822    
  55.0000000      235.000000     0.332256258    -0.737346932E-01-0.483711541     0.259278953    
  55.0000000      240.000000     0.282365352    -0.625792369E-01-0.515955508     0.267985702    
  55.0000000      245.000000     0.230399981    -0.496064983E-01-0.540906250     0.276697785    
  55.0000000      250.000000     0.174379677    -0.394963101E-01-0.564538479     0.282375038    
  55.0000000      255.000000     0.117018484    -0.296193659E-01-0.582791984     0.286529899    
  55.0000000      260.000000     0.583335534E-01-0.175053012E-01-0.593781114     0.288477600    
  55.0000000      265.000000    -0.299263000E-02-0.821555872E-02-0.602908075     0.287081450    
  55.0000000      270.000000    -0.618705116E-01 0.624417211E-03-0.605845213     0.286136389    
  55.0000000      275.000000    -0.121403977     0.995513145E-02-0.601231992     0.285800368    
  55.0000000      280.000000    -0.180999517     0.194495898E-01-0.592181683     0.282713979    
  55.0000000      285.000000    -0.238882154     0.296104141E-01-0.578805685     0.279742450    
  55.0000000      290.000000    -0.296574146     0.391363204E-01-0.559561729     0.277843148    
  55.0000000      295.000000    -0.349808455     0.511559024E-01-0.535343647     0.273381025    
  55.0000000      300.000000    -0.402189255     0.665188208E-01-0.507727146     0.267743468    
  55.0000000      305.000000    -0.452715427     0.806902125E-01-0.476898521     0.259841710    
  55.0000000      310.000000    -0.498504668     0.971260369E-01-0.443164706     0.249556184    
  55.0000000      315.000000    -0.541317701     0.119126149    -0.403589249     0.237931028    
  55.0000000      320.000000    -0.577358365     0.140342236    -0.360526860     0.223389447    
  55.0000000      325.000000    -0.608944416     0.161426529    -0.315733850     0.205806330    
  55.0000000      330.000000    -0.635510325     0.186345890    -0.268134803     0.185199335    
  55.0000000      335.000000    -0.655422747     0.211731374    -0.221885100     0.162622631    
  55.0000000      340.000000    -0.671222746     0.237812698    -0.177097619     0.137500092    
  55.0000000      345.000000    -0.679255366     0.266303837    -0.129061520     0.108307786    
  55.0000000      350.000000    -0.680884898     0.291967988    -0.823787302E-01 0.752574205E-01
  55.0000000      355.000000    -0.680072844     0.314476371    -0.410056524E-01 0.384576917E-01
  60.0000000      0.00000000    -0.573831320     0.139754459     0.256908592E-02-0.334184035E-03
  60.0000000      5.00000000    -0.566615641     0.157264218     0.426366441E-01-0.268325917E-01
  60.0000000      10.0000000    -0.552905500     0.173589811     0.753790364E-01-0.543890186E-01
  60.0000000      15.0000000    -0.538835704     0.186549008     0.107728519    -0.845260918E-01
  60.0000000      20.0000000    -0.520888388     0.196553916     0.137255743    -0.116272524    
  60.0000000      25.0000000    -0.498660028     0.203214824     0.164944321    -0.146132261    
  60.0000000      30.0000000    -0.472245157     0.205977842     0.191864774    -0.176559702    
  60.0000000      35.0000000    -0.443927497     0.207317829     0.211764008    -0.206919283    
  60.0000000      40.0000000    -0.413407713     0.203718305     0.232702121    -0.235347688    
  60.0000000      45.0000000    -0.377273947     0.195253208     0.250305235    -0.265238822    
  60.0000000      50.0000000    -0.343617380     0.185478464     0.263120592    -0.293387175    
  60.0000000      55.0000000    -0.308395565     0.172165632     0.276625663    -0.318408132    
  60.0000000      60.0000000    -0.271331668     0.156407818     0.284571707    -0.341554552    
  60.0000000      65.0000000    -0.233953536     0.135910451     0.291953593    -0.361380965    
  60.0000000      70.0000000    -0.193829075     0.111731015     0.300788432    -0.376265466    
  60.0000000      75.0000000    -0.155844852     0.888234675E-01 0.305358589    -0.387912065    
  60.0000000      80.0000000    -0.115510032     0.655340031E-01 0.307499588    -0.395611644    
  60.0000000      85.0000000    -0.765463412E-01 0.396286175E-01 0.312366992    -0.399513543    
  60.0000000      90.0000000    -0.385982022E-01 0.118335690E-01 0.314590305    -0.401019663    
  60.0000000      95.0000000     0.141141051E-02-0.145114549E-01 0.313835502    -0.400344819    
  60.0000000      100.000000     0.399552844E-01-0.400133729E-01 0.311559796    -0.393794745    
  60.0000000      105.000000     0.796914697E-01-0.660425201E-01 0.307809770    -0.382213384    
  60.0000000      110.000000     0.119156659    -0.894825757E-01 0.304925025    -0.368592262    
  60.0000000      115.000000     0.157154739    -0.111144513     0.296355695    -0.350818574    
  60.0000000      120.000000     0.196030870    -0.129619181     0.289581418    -0.333385438    
  60.0000000      125.000000     0.234211862    -0.144067079     0.280877769    -0.311509639    
  60.0000000      130.000000     0.269476891    -0.157938674     0.268001914    -0.284615785    
  60.0000000      135.000000     0.306892097    -0.169282421     0.254854172    -0.255005479    
  60.0000000      140.000000     0.342166990    -0.175540894     0.235109910    -0.224874645    
  60.0000000      145.000000     0.372394890    -0.176872402     0.214541942    -0.196181297    
  60.0000000      150.000000     0.403087169    -0.175681964     0.190235198    -0.165538415    
  60.0000000      155.000000     0.428402960    -0.169904575     0.164144278    -0.134552792    
  60.0000000      160.000000     0.448610157    -0.161319703     0.136346102    -0.101955339    
  60.0000000      165.000000     0.467677206    -0.153699949     0.102735080    -0.728376135E-01
  60.0000000      170.000000     0.480970353    -0.140591577     0.696082637E-01-0.472166203E-01
  60.0000000      175.000000     0.489428341    -0.124428600     0.340314098E-01-0.218985975E-01
  60.0000000      180.000000     0.494782656    -0.110891789    -0.495246472E-02 0.125977769E-02
  60.0000000      185.000000     0.497114062    -0.977486446E-01-0.441768654E-01 0.231050663E-01
  60.0000000      190.000000     0.495596647    -0.826579332E-01-0.852768198E-01 0.430804677E-01
  60.0000000      195.000000     0.485977113    -0.688433349E-01-0.126086041     0.599659905E-01
  60.0000000      200.000000     0.472590983    -0.566911511E-01-0.165163904     0.763141215E-01
  60.0000000      205.000000     0.454812229    -0.420136303E-01-0.205407187     0.878636390E-01
  60.0000000      210.000000     0.432524145    -0.298530534E-01-0.245399505     0.952507481E-01
  60.0000000      215.000000     0.409632027    -0.185778644E-01-0.283507943     0.104990669    
  60.0000000      220.000000     0.379763782    -0.817509461E-02-0.317287564     0.111871108    
  60.0000000      225.000000     0.344450742    -0.222789892E-02-0.347382843     0.113298520    
  60.0000000      230.000000     0.308608443     0.267783762E-02-0.377893448     0.113576189    
  60.0000000      235.000000     0.268766403     0.615099492E-02-0.407154471     0.114493020    
  60.0000000      240.000000     0.226437166     0.690309284E-02-0.431456476     0.115333006    
  60.0000000      245.000000     0.185767964     0.638549076E-02-0.450188458     0.117105223    
  60.0000000      250.000000     0.141660154     0.402922323E-02-0.467518985     0.116833657    
  60.0000000      255.000000     0.962938666E-01 0.173947145E-02-0.483414263     0.117554650    
  60.0000000      260.000000     0.501302332E-01-0.304773333E-02-0.493883401     0.120419517    
  60.0000000      265.000000     0.839391083E-03-0.881215464E-02-0.499926746     0.120603971    
  60.0000000      270.000000    -0.443403162E-01-0.101678101E-01-0.503228962     0.119108312    
  60.0000000      275.000000    -0.920206979E-01-0.146577060E-01-0.501104653     0.118804827    
  60.0000000      280.000000    -0.141362071    -0.205245670E-01-0.492320836     0.117165364    
  60.0000000      285.000000    -0.186545432    -0.249509849E-01-0.480624527     0.116662875    
  60.0000000      290.000000    -0.233964294    -0.277960505E-01-0.465775818     0.118316673    
  60.0000000      295.000000    -0.279668897    -0.266072806E-01-0.447567016     0.117098853    
  60.0000000      300.000000    -0.320381284    -0.259154942E-01-0.426047444     0.118090264    
  60.0000000      305.000000    -0.360259026    -0.245956592E-01-0.401007205     0.117089748    
  60.0000000      310.000000    -0.399320573    -0.183313917E-01-0.373071641     0.113676369    
  60.0000000      315.000000    -0.432465643    -0.987472106E-02-0.340657294     0.111818001    
  60.0000000      320.000000    -0.462366253     0.162786013E-02-0.307755440     0.107469879    
  60.0000000      325.000000    -0.493587315     0.153595544E-01-0.269279480     0.103330128    
  60.0000000      330.000000    -0.518567145     0.278722700E-01-0.230030894     0.985970870E-01
  60.0000000      335.000000    -0.537535310     0.445065536E-01-0.193886921     0.894290060E-01
  60.0000000      340.000000    -0.553670883     0.646267682E-01-0.154222250     0.771443322E-01
  60.0000000      345.000000    -0.566006780     0.841502324E-01-0.113907002     0.625146851E-01
  60.0000000      350.000000    -0.574276567     0.104781359    -0.726441070E-01 0.443963334E-01
  60.0000000      355.000000    -0.575641453     0.123301320    -0.358114094E-01 0.236854944E-01
  65.0000000      0.00000000    -0.472216427     0.277188830E-01 0.408187916E-03 0.311014079E-02
  65.0000000      5.00000000    -0.472376585     0.474007949E-01 0.343313552E-01-0.146802207E-01
  65.0000000      10.0000000    -0.463060558     0.602938384E-01 0.617847852E-01-0.330121815E-01
  65.0000000      15.0000000    -0.452277243     0.716958866E-01 0.901569724E-01-0.497759618E-01
  65.0000000      20.0000000    -0.438374490     0.834092423E-01 0.118771732    -0.711269975E-01
  65.0000000      25.0000000    -0.420802832     0.915391371E-01 0.140946999    -0.927924663E-01
  65.0000000      30.0000000    -0.401977122     0.971394852E-01 0.161942184    -0.112071209    
  65.0000000      35.0000000    -0.378880531     0.101924725     0.181133360    -0.132286146    
  65.0000000      40.0000000    -0.354168445     0.103284523     0.200206697    -0.152936995    
  65.0000000      45.0000000    -0.324014366     0.101223215     0.215270981    -0.175501227    
  65.0000000      50.0000000    -0.296024382     0.975175649E-01 0.227440238    -0.193918124    
  65.0000000      55.0000000    -0.267360479     0.903773233E-01 0.241824374    -0.210350528    
  65.0000000      60.0000000    -0.235595107     0.826966017E-01 0.250558347    -0.227461085    
  65.0000000      65.0000000    -0.204274505     0.718028322E-01 0.259413958    -0.242432579    
  65.0000000      70.0000000    -0.168546662     0.609070510E-01 0.268637210    -0.253307968    
  65.0000000      75.0000000    -0.136928678     0.492913723E-01 0.272823066    -0.263472348    
  65.0000000      80.0000000    -0.102992810     0.330171287E-01 0.273389608    -0.267988354    
  65.0000000      85.0000000    -0.677139163E-01 0.171922948E-01 0.275529861    -0.271575212    
  65.0000000      90.0000000    -0.349050127E-01 0.187604129E-02 0.275744617    -0.274991155    
  65.0000000      95.0000000     0.106383744E-02-0.132075744E-01 0.273873270    -0.273926169    
  65.0000000      100.000000     0.355590582E-01-0.281500295E-01 0.271703333    -0.269891888    
  65.0000000      105.000000     0.684751347E-01-0.443461128E-01 0.268867344    -0.262416929    
  65.0000000      110.000000     0.102949664    -0.582224578E-01 0.267949909    -0.253232926    
  65.0000000      115.000000     0.137283415    -0.705111250E-01 0.260249019    -0.239183158    
  65.0000000      120.000000     0.170586407    -0.784232095E-01 0.251250416    -0.225407273    
  65.0000000      125.000000     0.204290122    -0.848980248E-01 0.239856020    -0.206336930    
